# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.015	0.142	0.011	0.004
2	0.013	0.177	0.006	0.008
3	0.122	0.045	0.108	0.024
4	0.084	0.146	0.033	0.040
5	0.211	0.113	0.021	0.023
6	0.016	0.065	0.028	0.006
7	0.033	0.084	0.022	0.017
8	0.014	0.035	0.181	0.085
9	0.015	0.289	0.017	0.105
10	0.067	0.126	0.039	0.049
11	0.276	0.017	0.011	0.007
12	0.178	0.361	0.015	0.078
13	0.246	0.125	0.013	0.120
14	0.384	0.126	0.041	0.106
15	0.143	0.227	0.312	0.079
16	0.023	0.066	0.021	0.086
17	0.027	0.248	0.104	0.054
18	0.064	0.344	0.090	0.017
19	0.000	0.051	0.004	0.005
20	0.061	0.003	0.061	0.013
21	0.239	0.080	0.029	0.066
22	0.070	0.167	0.058	0.045
23	0.010	0.020	0.031	0.023
24	0.038	0.014	0.009	0.059
25	0.013	0.009	0.065	0.020
26	0.027	0.162	0.012	0.003
27	0.023	0.013	0.011	0.016
28	0.014	0.065	0.022	0.070
29	0.021	0.188	0.127	0.037
30	0.007	0.001	0.008	0.003
31	0.044	0.025	0.182	0.005
32	0.063	0.007	0.158	0.005
33	0.015	0.060	0.021	0.004
34	0.109	0.021	0.220	0.054
35	0.000	0.000	0.666	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.000	0.000	0.000
38	0.004	0.124	0.031	0.009
39	0.002	0.012	0.022	0.016
40	0.009	0.011	0.026	0.031
41	0.009	0.009	0.009	0.006
42	0.007	0.088	0.034	0.019
43	0.154	0.033	0.263	0.081
44	0.015	0.008	0.114	0.003
45	0.094	0.020	0.039	0.045
46	0.042	0.039	0.180	0.076
47	0.021	0.089	0.037	0.048
48	0.016	0.033	0.214	0.001
49	0.100	0.197	0.139	0.079
50	0.010	0.067	0.284	0.018
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.004	0.000	0.000
54	0.000	0.025	0.000	0.000
