# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.037	0.103	0.018	0.012
2	0.000	0.000	0.126	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.332	0.000
5	0.000	0.000	0.454	0.000
6	0.000	0.040	0.076	0.005
7	0.292	0.634	0.012	0.216
8	0.395	0.390	0.019	0.320
9	0.277	0.368	0.123	0.147
10	0.043	0.209	0.267	0.109
11	0.006	0.073	0.049	0.001
12	0.000	0.288	0.000	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.363	0.000	0.000
15	0.290	0.162	0.159	0.127
16	0.000	0.019	0.034	0.001
17	0.046	0.041	0.411	0.100
18	0.114	0.031	0.404	0.171
19	0.008	0.012	0.004	0.000
20	0.027	0.097	0.144	0.049
21	0.019	0.069	0.302	0.097
22	0.043	0.022	0.232	0.055
23	0.145	0.182	0.060	0.012
24	0.121	0.163	0.106	0.023
25	0.129	0.079	0.157	0.071
26	0.044	0.045	0.165	0.006
27	0.086	0.050	0.103	0.020
28	0.041	0.108	0.027	0.025
29	0.104	0.183	0.089	0.085
30	0.002	0.044	0.005	0.001
31	0.003	0.013	0.076	0.109
32	0.100	0.019	0.028	0.008
33	0.070	0.047	0.153	0.005
34	0.081	0.154	0.136	0.103
35	0.179	0.126	0.218	0.237
36	0.183	0.111	0.293	0.118
37	0.046	0.084	0.129	0.020
38	0.146	0.140	0.102	0.162
39	0.097	0.027	0.039	0.002
40	0.068	0.125	0.099	0.028
41	0.059	0.118	0.090	0.007
42	0.026	0.062	0.095	0.022
43	0.118	0.070	0.142	0.118
44	0.022	0.022	0.019	0.003
45	0.001	0.034	0.020	0.025
46	0.082	0.065	0.033	0.126
47	0.079	0.155	0.058	0.044
48	0.080	0.096	0.166	0.031
49	0.049	0.129	0.099	0.039
50	0.022	0.017	0.020	0.009
51	0.007	0.028	0.005	0.002
52	0.053	0.040	0.030	0.010
53	0.047	0.085	0.049	0.042
54	0.052	0.120	0.055	0.061
