# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.006	0.028	0.017	0.010
2	0.043	0.046	0.050	0.006
3	0.115	0.120	0.099	0.056
4	0.009	0.014	0.038	0.006
5	0.114	0.147	0.059	0.073
6	0.006	0.016	0.001	0.000
7	0.194	0.417	0.061	0.016
8	0.283	0.481	0.010	0.226
9	0.000	0.000	0.024	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.000
12	0.008	0.012	0.286	0.163
13	0.225	0.138	0.138	0.252
14	0.147	0.144	0.172	0.067
15	0.007	0.219	0.010	0.015
16	0.000	0.204	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.596	0.000	0.000
19	0.000	0.007	0.000	0.000
20	0.151	0.018	0.098	0.015
21	0.203	0.057	0.212	0.029
22	0.027	0.045	0.193	0.018
23	0.156	0.087	0.154	0.013
24	0.147	0.315	0.158	0.067
25	0.026	0.033	0.073	0.002
26	0.214	0.092	0.127	0.053
27	0.164	0.020	0.124	0.069
28	0.066	0.067	0.089	0.051
29	0.199	0.166	0.083	0.035
30	0.002	0.067	0.028	0.003
31	0.105	0.017	0.019	0.030
32	0.009	0.101	0.034	0.003
33	0.025	0.044	0.172	0.020
34	0.032	0.158	0.092	0.032
35	0.182	0.122	0.144	0.043
36	0.147	0.136	0.130	0.123
37	0.129	0.130	0.144	0.007
38	0.120	0.116	0.108	0.134
39	0.040	0.041	0.030	0.006
40	0.015	0.030	0.079	0.015
41	0.007	0.015	0.180	0.004
42	0.022	0.013	0.050	0.006
43	0.118	0.172	0.077	0.042
44	0.026	0.012	0.057	0.011
45	0.013	0.001	0.022	0.001
46	0.073	0.035	0.034	0.005
47	0.162	0.011	0.028	0.045
48	0.103	0.058	0.113	0.027
49	0.082	0.018	0.011	0.006
50	0.040	0.006	0.035	0.010
51	0.009	0.012	0.025	0.001
52	0.010	0.059	0.021	0.010
53	0.050	0.058	0.057	0.007
54	0.032	0.053	0.113	0.008
