# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.160	0.001	0.077	0.387
2	0.166	0.005	0.071	0.387
3	0.098	0.559	0.115	0.038
4	0.209	0.350	0.000	0.102
5	0.000	0.000	0.284	0.000
6	0.000	0.000	0.041	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.217	0.000
9	0.044	0.006	0.000	0.000
10	0.000	0.159	0.044	0.062
11	0.008	0.202	0.000	0.000
12	0.000	0.138	0.320	0.097
13	0.320	0.063	0.000	0.005
14	0.000	0.372	0.000	0.034
15	0.000	0.009	0.000	0.218
16	0.049	0.005	0.090	0.000
17	0.000	0.029	0.084	0.000
18	0.042	0.007	0.000	0.000
19	0.000	0.000	0.001	0.000
20	0.001	0.006	0.000	0.000
21	0.000	0.212	0.000	0.000
22	0.000	0.165	0.000	0.001
23	0.023	0.318	0.000	0.029
24	0.041	0.347	0.000	0.009
25	0.005	0.498	0.011	0.005
26	0.188	0.013	0.041	0.006
27	0.000	0.163	0.041	0.000
28	0.000	0.175	0.007	0.002
29	0.042	0.359	0.000	0.028
30	0.000	0.046	0.000	0.000
31	0.000	0.027	0.000	0.000
32	0.031	0.357	0.000	0.000
33	0.000	0.002	0.004	0.003
34	0.083	0.482	0.027	0.002
35	0.503	0.047	0.007	0.000
36	0.561	0.150	0.007	0.052
37	0.002	0.000	0.000	0.005
38	0.144	0.084	0.000	0.002
39	0.000	0.001	0.000	0.000
40	0.000	0.000	0.000	0.000
41	0.000	0.000	0.003	0.000
42	0.000	0.000	0.163	0.001
43	0.000	0.000	0.320	0.000
44	0.000	0.008	0.004	0.000
45	0.000	0.043	0.320	0.000
46	0.000	0.029	0.512	0.000
47	0.004	0.000	0.056	0.000
48	0.002	0.000	0.362	0.027
49	0.000	0.004	0.347	0.015
50	0.002	0.000	0.369	0.002
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.008	0.000	0.000
54	0.000	0.011	0.000	0.000
