# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.072	0.227	0.027	0.017
2	0.000	0.000	0.129	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.134	0.000
5	0.000	0.000	0.380	0.000
6	0.000	0.009	0.071	0.000
7	0.422	0.476	0.026	0.632
8	0.681	0.163	0.017	0.595
9	0.000	0.643	0.000	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.000
12	0.036	0.217	0.184	0.048
13	0.061	0.299	0.240	0.162
14	0.123	0.199	0.243	0.093
15	0.175	0.179	0.184	0.185
16	0.004	0.037	0.091	0.006
17	0.137	0.073	0.142	0.050
18	0.010	0.261	0.129	0.054
19	0.008	0.009	0.056	0.002
20	0.093	0.054	0.049	0.045
21	0.058	0.225	0.136	0.025
22	0.049	0.017	0.074	0.002
23	0.081	0.312	0.136	0.147
24	0.077	0.271	0.117	0.083
25	0.065	0.147	0.064	0.015
26	0.078	0.188	0.025	0.020
27	0.020	0.122	0.042	0.090
28	0.018	0.016	0.084	0.022
29	0.182	0.077	0.020	0.138
30	0.000	0.015	0.067	0.026
31	0.088	0.029	0.012	0.029
32	0.096	0.029	0.031	0.013
33	0.018	0.030	0.079	0.025
34	0.080	0.088	0.181	0.034
35	0.068	0.386	0.093	0.080
36	0.041	0.225	0.092	0.106
37	0.025	0.032	0.104	0.043
38	0.170	0.081	0.133	0.048
39	0.055	0.100	0.077	0.002
40	0.030	0.110	0.026	0.005
41	0.002	0.123	0.025	0.015
42	0.039	0.072	0.042	0.007
43	0.159	0.035	0.034	0.087
44	0.011	0.060	0.042	0.003
45	0.002	0.014	0.011	0.005
46	0.010	0.093	0.072	0.083
47	0.012	0.031	0.128	0.042
48	0.118	0.135	0.037	0.023
49	0.021	0.047	0.025	0.030
50	0.005	0.024	0.034	0.015
51	0.008	0.020	0.010	0.004
52	0.060	0.065	0.018	0.007
53	0.043	0.060	0.121	0.013
54	0.059	0.078	0.064	0.019
