# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.000	0.000	0.000
2	0.000	0.000	0.000	0.001
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.000	0.000
5	0.000	0.000	0.000	0.000
6	0.000	0.000	0.682	0.000
7	0.000	0.000	0.000	0.003
8	0.000	0.005	0.000	0.001
9	0.000	0.313	0.005	0.000
10	0.000	1.000	0.000	0.016
11	0.000	0.000	0.000	0.001
12	0.000	0.000	0.682	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.000	0.682	0.000
15	0.000	0.995	0.000	0.068
16	0.005	0.682	0.000	0.000
17	0.000	0.682	0.000	0.000
18	0.000	0.686	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.000	0.000	0.000	0.035
21	0.000	0.000	0.005	0.000
22	0.000	0.682	0.000	0.009
23	0.000	0.005	0.313	0.004
24	0.313	0.005	0.000	0.030
25	0.000	0.000	0.000	0.094
26	0.005	0.313	0.000	0.001
27	0.000	0.000	1.000	0.002
28	0.000	0.000	0.000	0.000
29	0.000	0.000	0.000	0.280
30	0.682	0.000	0.000	0.000
31	0.313	0.682	0.000	0.000
32	0.000	0.000	0.000	0.000
33	0.000	0.000	0.000	0.000
34	0.000	0.515	0.313	0.004
35	0.000	0.005	0.000	0.380
36	0.000	0.005	0.000	0.000
37	0.000	0.000	0.000	0.000
38	0.000	0.005	0.682	0.000
39	0.000	0.000	0.313	0.000
40	0.000	0.000	0.313	0.000
41	0.000	0.000	0.000	0.006
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.000	0.003
46	0.682	0.000	0.000	0.068
47	0.003	0.000	0.000	0.000
48	0.000	0.657	0.000	0.001
49	0.000	0.000	0.000	0.029
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.000	0.001
52	0.309	0.167	0.000	0.058
53	0.001	0.000	0.000	0.007
54	0.000	0.001	0.261	0.002
