# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.004	0.011	0.076	0.002
2	0.035	0.029	0.033	0.005
3	0.211	0.046	0.268	0.026
4	0.020	0.006	0.131	0.008
5	0.049	0.237	0.200	0.012
6	0.001	0.007	0.186	0.004
7	0.444	0.086	0.199	0.142
8	0.529	0.164	0.123	0.202
9	0.000	0.000	0.224	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.000
12	0.003	0.008	0.343	0.081
13	0.143	0.142	0.126	0.190
14	0.155	0.151	0.135	0.101
15	0.291	0.073	0.141	0.118
16	0.003	0.042	0.052	0.000
17	0.186	0.270	0.073	0.070
18	0.162	0.147	0.058	0.005
19	0.013	0.000	0.021	0.011
20	0.146	0.025	0.097	0.002
21	0.071	0.181	0.061	0.089
22	0.050	0.010	0.137	0.012
23	0.134	0.044	0.097	0.083
24	0.112	0.046	0.071	0.072
25	0.042	0.010	0.076	0.015
26	0.180	0.070	0.064	0.014
27	0.014	0.099	0.044	0.132
28	0.008	0.008	0.042	0.018
29	0.264	0.038	0.084	0.095
30	0.000	0.006	0.053	0.000
31	0.008	0.119	0.058	0.022
32	0.025	0.117	0.017	0.002
33	0.002	0.057	0.188	0.007
34	0.169	0.088	0.186	0.111
35	0.046	0.321	0.089	0.068
36	0.099	0.387	0.026	0.103
37	0.067	0.056	0.013	0.004
38	0.125	0.082	0.032	0.012
39	0.133	0.041	0.112	0.006
40	0.026	0.008	0.195	0.007
41	0.007	0.142	0.188	0.004
42	0.000	0.200	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.001	0.005	0.140	0.011
46	0.088	0.042	0.250	0.089
47	0.097	0.149	0.068	0.011
48	0.103	0.082	0.076	0.010
49	0.117	0.185	0.063	0.013
50	0.022	0.112	0.295	0.009
51	0.018	0.016	0.005	0.002
52	0.011	0.072	0.057	0.046
53	0.024	0.052	0.077	0.008
54	0.020	0.054	0.068	0.010
