# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.014	0.051	0.041	0.010
2	0.009	0.042	0.041	0.026
3	0.419	0.482	0.017	0.390
4	0.096	0.541	0.075	0.120
5	0.000	0.000	0.215	0.000
6	0.000	0.000	0.167	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.384	0.000
9	0.058	0.193	0.106	0.124
10	0.238	0.282	0.043	0.133
11	0.018	0.066	0.140	0.002
12	0.000	0.257	0.000	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.470	0.000	0.000
15	0.107	0.086	0.344	0.137
16	0.012	0.050	0.097	0.000
17	0.189	0.084	0.338	0.089
18	0.188	0.033	0.412	0.164
19	0.000	0.072	0.003	0.001
20	0.073	0.039	0.090	0.009
21	0.031	0.152	0.293	0.009
22	0.025	0.042	0.210	0.039
23	0.054	0.150	0.085	0.040
24	0.025	0.153	0.121	0.034
25	0.036	0.031	0.273	0.028
26	0.022	0.212	0.085	0.021
27	0.120	0.126	0.024	0.019
28	0.011	0.049	0.081	0.011
29	0.048	0.132	0.044	0.103
30	0.020	0.010	0.131	0.000
31	0.075	0.026	0.013	0.068
32	0.011	0.028	0.033	0.005
33	0.026	0.063	0.115	0.051
34	0.100	0.037	0.180	0.032
35	0.156	0.168	0.304	0.153
36	0.353	0.044	0.200	0.048
37	0.071	0.057	0.134	0.076
38	0.247	0.071	0.099	0.150
39	0.120	0.037	0.031	0.014
40	0.028	0.026	0.184	0.012
41	0.032	0.037	0.070	0.008
42	0.068	0.028	0.032	0.010
43	0.077	0.104	0.105	0.121
44	0.001	0.027	0.018	0.002
45	0.011	0.156	0.007	0.006
46	0.015	0.065	0.069	0.170
47	0.024	0.041	0.142	0.098
48	0.034	0.150	0.195	0.060
49	0.042	0.099	0.023	0.014
50	0.009	0.014	0.029	0.004
51	0.000	0.059	0.005	0.014
52	0.009	0.071	0.075	0.039
53	0.030	0.063	0.067	0.025
54	0.066	0.047	0.072	0.035
