# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.008	0.030	0.059	0.006
2	0.007	0.049	0.017	0.022
3	0.265	0.166	0.086	0.057
4	0.300	0.031	0.011	0.018
5	0.122	0.042	0.116	0.054
6	0.156	0.011	0.018	0.001
7	0.026	0.114	0.168	0.058
8	0.079	0.083	0.213	0.025
9	0.118	0.080	0.054	0.103
10	0.065	0.087	0.064	0.027
11	0.085	0.075	0.034	0.013
12	0.183	0.017	0.147	0.091
13	0.181	0.025	0.434	0.140
14	0.188	0.047	0.373	0.161
15	0.174	0.125	0.277	0.111
16	0.002	0.087	0.096	0.032
17	0.119	0.138	0.102	0.180
18	0.179	0.086	0.498	0.220
19	0.000	0.000	0.004	0.000
20	0.000	0.000	0.409	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.000	0.226	0.000
23	0.000	0.000	0.011	0.000
24	0.000	0.002	0.061	0.001
25	0.033	0.323	0.091	0.021
26	0.045	0.074	0.145	0.062
27	0.020	0.136	0.015	0.005
28	0.054	0.105	0.030	0.002
29	0.172	0.197	0.198	0.022
30	0.037	0.003	0.246	0.001
31	0.014	0.139	0.037	0.089
32	0.047	0.147	0.041	0.036
33	0.000	0.183	0.000	0.000
34	0.000	0.301	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.492	0.000	0.000
37	0.000	0.066	0.000	0.000
38	0.198	0.053	0.333	0.032
39	0.048	0.003	0.004	0.056
40	0.091	0.014	0.040	0.007
41	0.027	0.051	0.006	0.005
42	0.035	0.052	0.061	0.018
43	0.023	0.139	0.232	0.018
44	0.000	0.006	0.032	0.000
45	0.104	0.203	0.017	0.021
46	0.006	0.043	0.073	0.007
47	0.097	0.012	0.039	0.025
48	0.144	0.029	0.105	0.024
49	0.012	0.110	0.057	0.034
50	0.013	0.086	0.029	0.002
51	0.003	0.026	0.052	0.001
52	0.011	0.135	0.087	0.075
53	0.013	0.034	0.031	0.050
54	0.040	0.010	0.056	0.023
