# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.008	0.037	0.009	0.002
2	0.017	0.002	0.004	0.037
3	0.085	0.032	0.056	0.022
4	0.022	0.017	0.027	0.065
5	0.154	0.067	0.062	0.015
6	0.045	0.058	0.170	0.035
7	0.285	0.149	0.288	0.088
8	0.273	0.069	0.180	0.118
9	0.260	0.113	0.149	0.062
10	0.016	0.118	0.149	0.010
11	0.005	0.046	0.220	0.003
12	0.289	0.174	0.184	0.314
13	0.518	0.065	0.185	0.375
14	0.407	0.265	0.095	0.193
15	0.022	0.120	0.091	0.128
16	0.064	0.301	0.076	0.002
17	0.000	0.000	0.454	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.064	0.210	0.213	0.140
21	0.104	0.116	0.128	0.074
22	0.053	0.091	0.065	0.019
23	0.021	0.171	0.101	0.003
24	0.090	0.187	0.212	0.015
25	0.043	0.175	0.087	0.015
26	0.051	0.168	0.097	0.006
27	0.024	0.065	0.086	0.145
28	0.035	0.045	0.036	0.049
29	0.225	0.131	0.144	0.038
30	0.000	0.007	0.035	0.003
31	0.030	0.016	0.161	0.017
32	0.037	0.056	0.048	0.020
33	0.000	0.066	0.000	0.000
34	0.000	0.265	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.550	0.000	0.000
37	0.000	0.163	0.000	0.000
38	0.095	0.265	0.164	0.101
39	0.052	0.072	0.002	0.000
40	0.000	0.016	0.000	0.000
41	0.005	0.002	0.003	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.016	0.000
44	0.001	0.000	0.000	0.000
45	0.004	0.001	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.001	0.001	0.000	0.000
48	0.000	0.001	0.000	0.000
49	0.000	0.033	0.002	0.000
50	0.000	0.029	0.000	0.000
51	0.000	0.000	0.005	0.000
52	0.000	0.000	0.004	0.000
53	0.000	0.000	0.005	0.000
54	0.000	0.001	0.005	0.000
