# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.042	0.009	0.014	0.019
2	0.010	0.026	0.066	0.050
3	0.205	0.146	0.047	0.154
4	0.025	0.230	0.196	0.081
5	0.041	0.048	0.035	0.079
6	0.014	0.053	0.047	0.014
7	0.209	0.194	0.238	0.030
8	0.391	0.244	0.045	0.160
9	0.009	0.193	0.052	0.032
10	0.048	0.124	0.093	0.120
11	0.015	0.024	0.108	0.014
12	0.160	0.255	0.161	0.146
13	0.229	0.285	0.151	0.027
14	0.232	0.230	0.195	0.139
15	0.153	0.188	0.217	0.154
16	0.068	0.073	0.119	0.001
17	0.091	0.175	0.199	0.018
18	0.176	0.239	0.116	0.082
19	0.008	0.002	0.037	0.000
20	0.016	0.123	0.016	0.019
21	0.026	0.269	0.035	0.057
22	0.042	0.078	0.041	0.070
23	0.090	0.025	0.196	0.053
24	0.085	0.035	0.195	0.020
25	0.026	0.033	0.302	0.010
26	0.016	0.043	0.241	0.062
27	0.033	0.132	0.081	0.035
28	0.025	0.052	0.062	0.006
29	0.238	0.095	0.050	0.081
30	0.005	0.060	0.015	0.017
31	0.019	0.023	0.036	0.019
32	0.023	0.055	0.035	0.014
33	0.000	0.000	0.079	0.000
34	0.000	0.000	0.154	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.000	0.340	0.000
37	0.000	0.000	0.194	0.000
38	0.292	0.090	0.100	0.019
39	0.033	0.063	0.083	0.024
40	0.056	0.089	0.057	0.058
41	0.011	0.117	0.019	0.002
42	0.000	0.097	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.004	0.000	0.000
45	0.119	0.058	0.192	0.004
46	0.171	0.099	0.040	0.010
47	0.074	0.191	0.077	0.013
48	0.023	0.058	0.094	0.023
49	0.026	0.192	0.225	0.067
50	0.047	0.053	0.270	0.037
51	0.005	0.011	0.005	0.020
52	0.212	0.027	0.138	0.084
53	0.018	0.060	0.028	0.009
54	0.012	0.099	0.073	0.014
