# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.003	0.016	0.045	0.015
2	0.003	0.025	0.008	0.001
3	0.188	0.047	0.065	0.085
4	0.045	0.059	0.228	0.077
5	0.055	0.062	0.099	0.003
6	0.074	0.025	0.073	0.027
7	0.147	0.132	0.084	0.082
8	0.271	0.266	0.077	0.057
9	0.267	0.145	0.147	0.140
10	0.109	0.329	0.116	0.071
11	0.043	0.030	0.273	0.034
12	0.000	0.000	0.394	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.000	0.575	0.000
15	0.205	0.441	0.115	0.198
16	0.010	0.031	0.032	0.000
17	0.093	0.245	0.139	0.221
18	0.197	0.343	0.104	0.204
19	0.010	0.035	0.086	0.009
20	0.113	0.047	0.033	0.056
21	0.156	0.200	0.060	0.094
22	0.214	0.070	0.130	0.008
23	0.022	0.094	0.073	0.012
24	0.044	0.149	0.085	0.023
25	0.094	0.220	0.139	0.060
26	0.043	0.153	0.079	0.078
27	0.034	0.086	0.039	0.120
28	0.116	0.041	0.083	0.076
29	0.018	0.136	0.048	0.023
30	0.026	0.008	0.009	0.000
31	0.043	0.063	0.047	0.031
32	0.056	0.061	0.070	0.042
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.760	0.000	0.000
36	0.217	0.118	0.229	0.099
37	0.033	0.133	0.056	0.010
38	0.284	0.131	0.079	0.110
39	0.001	0.000	0.039	0.001
40	0.000	0.000	0.015	0.001
41	0.001	0.000	0.005	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.001	0.000	0.000
44	0.000	0.006	0.000	0.004
45	0.000	0.000	0.002	0.000
46	0.015	0.001	0.009	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.001	0.001	0.000
49	0.001	0.001	0.000	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.006	0.009	0.000
52	0.001	0.000	0.001	0.000
53	0.000	0.001	0.001	0.000
54	0.000	0.001	0.001	0.001
