# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.031	0.101	0.019	0.003
2	0.112	0.066	0.010	0.019
3	0.154	0.688	0.036	0.281
4	0.038	0.520	0.039	0.057
5	0.000	0.000	0.206	0.000
6	0.000	0.000	0.080	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.578	0.000
9	0.090	0.289	0.079	0.034
10	0.297	0.027	0.094	0.294
11	0.005	0.055	0.051	0.002
12	0.032	0.258	0.142	0.042
13	0.239	0.106	0.266	0.198
14	0.112	0.157	0.171	0.039
15	0.009	0.146	0.016	0.025
16	0.000	0.175	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.630	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.044	0.082	0.087	0.010
21	0.084	0.038	0.273	0.012
22	0.023	0.014	0.123	0.003
23	0.055	0.152	0.120	0.027
24	0.070	0.253	0.152	0.044
25	0.010	0.130	0.016	0.020
26	0.214	0.036	0.070	0.072
27	0.089	0.021	0.028	0.123
28	0.033	0.154	0.111	0.045
29	0.256	0.130	0.036	0.041
30	0.004	0.096	0.028	0.002
31	0.107	0.019	0.030	0.003
32	0.019	0.030	0.171	0.001
33	0.041	0.165	0.134	0.007
34	0.017	0.072	0.131	0.047
35	0.089	0.211	0.120	0.045
36	0.063	0.040	0.190	0.034
37	0.032	0.153	0.108	0.076
38	0.087	0.126	0.179	0.160
39	0.028	0.091	0.086	0.007
40	0.018	0.058	0.004	0.023
41	0.038	0.014	0.004	0.006
42	0.018	0.051	0.007	0.008
43	0.068	0.129	0.088	0.051
44	0.001	0.021	0.152	0.039
45	0.080	0.076	0.040	0.005
46	0.036	0.105	0.073	0.062
47	0.083	0.105	0.167	0.059
48	0.085	0.121	0.129	0.056
49	0.081	0.049	0.051	0.017
50	0.023	0.058	0.027	0.024
51	0.024	0.029	0.010	0.023
52	0.076	0.042	0.031	0.016
53	0.025	0.054	0.037	0.026
54	0.035	0.061	0.071	0.027
