# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.196	0.086	0.030	0.012
2	0.000	0.000	0.051	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.317	0.000
5	0.000	0.000	0.288	0.000
6	0.000	0.022	0.021	0.002
7	0.166	0.705	0.066	0.189
8	0.399	0.407	0.099	0.212
9	0.344	0.286	0.183	0.132
10	0.012	0.288	0.139	0.058
11	0.005	0.007	0.073	0.007
12	0.136	0.083	0.316	0.124
13	0.179	0.049	0.417	0.258
14	0.257	0.075	0.243	0.115
15	0.106	0.160	0.062	0.046
16	0.015	0.051	0.139	0.002
17	0.000	0.442	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.072	0.015	0.295	0.011
21	0.070	0.194	0.169	0.038
22	0.013	0.028	0.074	0.062
23	0.221	0.247	0.016	0.023
24	0.204	0.173	0.097	0.094
25	0.032	0.123	0.050	0.023
26	0.016	0.197	0.077	0.022
27	0.044	0.033	0.116	0.092
28	0.039	0.034	0.017	0.013
29	0.132	0.193	0.052	0.058
30	0.002	0.031	0.170	0.002
31	0.080	0.037	0.024	0.081
32	0.015	0.048	0.079	0.018
33	0.058	0.051	0.069	0.032
34	0.131	0.154	0.106	0.067
35	0.321	0.141	0.123	0.094
36	0.078	0.258	0.224	0.094
37	0.021	0.006	0.227	0.050
38	0.229	0.089	0.135	0.079
39	0.017	0.026	0.066	0.036
40	0.066	0.043	0.112	0.026
41	0.006	0.042	0.037	0.012
42	0.019	0.027	0.040	0.003
43	0.096	0.090	0.030	0.034
44	0.019	0.011	0.033	0.002
45	0.026	0.011	0.091	0.013
46	0.095	0.028	0.009	0.021
47	0.025	0.022	0.027	0.054
48	0.049	0.091	0.130	0.013
49	0.013	0.110	0.049	0.062
50	0.041	0.028	0.008	0.015
51	0.001	0.007	0.005	0.002
52	0.015	0.049	0.237	0.009
53	0.015	0.069	0.035	0.017
54	0.045	0.105	0.045	0.024
