# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.007	0.032	0.002	0.024
2	0.005	0.037	0.029	0.001
3	0.032	0.225	0.078	0.008
4	0.035	0.216	0.067	0.005
5	0.041	0.032	0.039	0.071
6	0.106	0.220	0.051	0.086
7	0.077	0.330	0.117	0.035
8	0.000	0.000	0.208	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.160	0.000
11	0.024	0.102	0.241	0.029
12	0.104	0.077	0.148	0.217
13	0.104	0.058	0.563	0.224
14	0.153	0.169	0.086	0.054
15	0.036	0.294	0.026	0.101
16	0.000	0.366	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.852	0.000	0.000
19	0.000	0.002	0.000	0.000
20	0.262	0.055	0.116	0.034
21	0.210	0.067	0.101	0.046
22	0.065	0.060	0.307	0.045
23	0.049	0.053	0.210	0.075
24	0.254	0.188	0.016	0.063
25	0.044	0.048	0.261	0.011
26	0.084	0.125	0.059	0.006
27	0.071	0.067	0.051	0.038
28	0.061	0.032	0.013	0.019
29	0.110	0.058	0.282	0.011
30	0.004	0.056	0.008	0.000
31	0.068	0.153	0.009	0.011
32	0.041	0.036	0.058	0.014
33	0.021	0.053	0.035	0.001
34	0.145	0.166	0.087	0.062
35	0.087	0.162	0.284	0.090
36	0.079	0.179	0.239	0.057
37	0.029	0.050	0.162	0.020
38	0.277	0.032	0.204	0.207
39	0.003	0.032	0.004	0.000
40	0.020	0.004	0.008	0.013
41	0.001	0.065	0.003	0.003
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.001	0.004	0.000
45	0.000	0.000	0.001	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.000	0.001
48	0.000	0.014	0.000	0.000
49	0.051	0.004	0.000	0.000
50	0.051	0.014	0.000	0.000
51	0.000	0.002	0.001	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.001	0.000	0.000
54	0.000	0.001	0.000	0.000
