# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.019	0.024	0.005	0.016
2	0.006	0.059	0.033	0.002
3	0.152	0.186	0.313	0.129
4	0.114	0.079	0.190	0.016
5	0.200	0.126	0.089	0.187
6	0.010	0.032	0.136	0.014
7	0.093	0.181	0.211	0.120
8	0.201	0.249	0.157	0.145
9	0.085	0.128	0.265	0.059
10	0.080	0.197	0.137	0.078
11	0.013	0.017	0.044	0.001
12	0.000	0.000	0.518	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.000	0.694	0.000
15	0.292	0.175	0.185	0.024
16	0.032	0.061	0.048	0.000
17	0.093	0.271	0.132	0.110
18	0.401	0.203	0.048	0.171
19	0.002	0.069	0.019	0.001
20	0.042	0.076	0.182	0.032
21	0.091	0.118	0.218	0.015
22	0.054	0.247	0.139	0.050
23	0.076	0.064	0.038	0.004
24	0.050	0.063	0.099	0.080
25	0.011	0.324	0.077	0.051
26	0.059	0.147	0.095	0.041
27	0.019	0.058	0.035	0.082
28	0.009	0.024	0.055	0.035
29	0.136	0.093	0.215	0.086
30	0.078	0.013	0.049	0.002
31	0.038	0.070	0.023	0.060
32	0.023	0.036	0.125	0.017
33	0.000	0.035	0.000	0.000
34	0.000	0.324	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.679	0.000	0.000
37	0.000	0.113	0.000	0.000
38	0.276	0.114	0.149	0.140
39	0.062	0.074	0.035	0.019
40	0.119	0.044	0.049	0.048
41	0.042	0.134	0.030	0.002
42	0.015	0.044	0.014	0.010
43	0.100	0.033	0.123	0.080
44	0.001	0.016	0.016	0.001
45	0.033	0.014	0.007	0.019
46	0.136	0.124	0.046	0.006
47	0.113	0.117	0.119	0.077
48	0.079	0.112	0.121	0.010
49	0.060	0.067	0.131	0.049
50	0.019	0.014	0.049	0.013
51	0.026	0.010	0.005	0.002
52	0.128	0.044	0.073	0.003
53	0.029	0.037	0.048	0.020
54	0.056	0.060	0.060	0.030
