# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.006	0.031	0.154	0.012
2	0.038	0.012	0.106	0.008
3	0.497	0.406	0.059	0.302
4	0.161	0.505	0.144	0.125
5	0.000	0.000	0.202	0.000
6	0.000	0.000	0.234	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.478	0.000
9	0.153	0.074	0.165	0.029
10	0.143	0.381	0.074	0.149
11	0.007	0.029	0.051	0.003
12	0.070	0.071	0.375	0.045
13	0.154	0.168	0.353	0.129
14	0.141	0.070	0.376	0.160
15	0.183	0.143	0.209	0.090
16	0.017	0.034	0.015	0.004
17	0.070	0.168	0.076	0.040
18	0.149	0.089	0.206	0.084
19	0.012	0.009	0.003	0.004
20	0.041	0.061	0.022	0.022
21	0.022	0.083	0.141	0.041
22	0.009	0.014	0.064	0.006
23	0.057	0.173	0.103	0.019
24	0.064	0.124	0.130	0.059
25	0.013	0.171	0.172	0.000
26	0.039	0.187	0.028	0.010
27	0.126	0.018	0.065	0.020
28	0.015	0.065	0.070	0.020
29	0.126	0.164	0.121	0.121
30	0.012	0.063	0.004	0.002
31	0.010	0.043	0.038	0.066
32	0.017	0.078	0.093	0.012
33	0.000	0.178	0.000	0.000
34	0.000	0.117	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.363	0.000	0.000
37	0.000	0.026	0.000	0.000
38	0.138	0.084	0.236	0.175
39	0.011	0.063	0.017	0.031
40	0.015	0.108	0.109	0.003
41	0.027	0.039	0.008	0.006
42	0.046	0.074	0.022	0.021
43	0.152	0.061	0.140	0.074
44	0.009	0.017	0.015	0.000
45	0.075	0.053	0.026	0.039
46	0.137	0.102	0.044	0.071
47	0.107	0.083	0.077	0.107
48	0.137	0.147	0.141	0.037
49	0.070	0.072	0.073	0.026
50	0.010	0.026	0.071	0.006
51	0.030	0.007	0.045	0.005
52	0.021	0.063	0.114	0.026
53	0.031	0.045	0.082	0.007
54	0.035	0.065	0.090	0.028
