# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.011	0.000	0.000
2	0.000	0.000	0.000	0.000
3	0.010	0.678	0.000	0.001
4	0.000	0.480	0.200	0.000
5	0.002	0.057	0.010	0.647
6	0.000	0.016	0.000	0.000
7	0.709	0.002	0.010	0.004
8	0.001	0.470	0.058	0.221
9	0.000	0.054	0.000	0.001
10	0.091	0.013	0.001	0.017
11	0.001	0.076	0.000	0.000
12	0.001	0.088	0.450	0.002
13	0.063	0.061	0.566	0.000
14	0.001	0.091	0.120	0.000
15	0.000	0.002	0.121	0.000
16	0.000	0.000	0.060	0.055
17	0.080	0.001	0.000	0.006
18	0.002	0.558	0.000	0.004
19	0.000	0.000	0.000	0.016
20	0.000	0.000	0.000	0.000
21	0.000	0.000	0.016	0.000
22	0.000	0.011	0.000	0.005
23	0.001	0.051	0.073	0.000
24	0.059	0.103	0.075	0.000
25	0.010	0.284	0.016	0.002
26	0.075	0.102	0.058	0.000
27	0.074	0.001	0.058	0.007
28	0.047	0.001	0.011	0.002
29	0.051	0.126	0.002	0.000
30	0.040	0.076	0.000	0.001
31	0.000	0.261	0.073	0.014
32	0.073	0.261	0.040	0.012
33	0.000	0.000	0.073	0.000
34	0.000	0.000	0.112	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.000	0.566	0.000
37	0.000	0.000	0.016	0.000
38	0.247	0.545	0.000	0.002
39	0.001	0.000	0.016	0.000
40	0.001	0.000	0.000	0.000
41	0.000	0.047	0.000	0.000
42	0.000	0.001	0.000	0.000
43	0.001	0.000	0.574	0.000
44	0.051	0.061	0.000	0.000
45	0.450	0.000	0.000	0.000
46	0.040	0.000	0.701	0.000
47	0.001	0.000	0.000	0.005
48	0.000	0.000	0.312	0.014
49	0.001	0.000	0.547	0.007
50	0.000	0.000	0.510	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.000	0.000	0.000
