# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.037	0.111	0.060	0.012
2	0.050	0.062	0.041	0.016
3	0.191	0.073	0.137	0.084
4	0.145	0.033	0.099	0.056
5	0.118	0.101	0.212	0.086
6	0.001	0.061	0.149	0.003
7	0.098	0.129	0.136	0.058
8	0.176	0.118	0.211	0.067
9	0.077	0.188	0.082	0.129
10	0.155	0.071	0.095	0.075
11	0.002	0.045	0.037	0.023
12	0.183	0.146	0.140	0.170
13	0.441	0.155	0.053	0.223
14	0.231	0.188	0.215	0.274
15	0.092	0.029	0.314	0.026
16	0.046	0.084	0.043	0.004
17	0.000	0.000	0.388	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.145	0.050	0.083	0.053
21	0.099	0.203	0.274	0.047
22	0.045	0.132	0.102	0.001
23	0.011	0.163	0.088	0.046
24	0.109	0.133	0.190	0.036
25	0.035	0.140	0.108	0.006
26	0.031	0.061	0.094	0.038
27	0.089	0.149	0.055	0.022
28	0.012	0.103	0.067	0.035
29	0.143	0.058	0.265	0.055
30	0.098	0.014	0.014	0.020
31	0.088	0.027	0.020	0.078
32	0.034	0.027	0.050	0.003
33	0.000	0.110	0.000	0.000
34	0.000	0.304	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.526	0.000	0.000
37	0.000	0.101	0.000	0.000
38	0.261	0.063	0.112	0.068
39	0.027	0.042	0.051	0.030
40	0.054	0.040	0.085	0.053
41	0.059	0.018	0.038	0.004
42	0.020	0.047	0.020	0.016
43	0.085	0.109	0.113	0.056
44	0.011	0.008	0.008	0.000
45	0.062	0.024	0.009	0.004
46	0.045	0.057	0.025	0.009
47	0.129	0.088	0.080	0.021
48	0.084	0.081	0.085	0.012
49	0.062	0.047	0.107	0.015
50	0.022	0.023	0.058	0.007
51	0.042	0.013	0.030	0.001
52	0.037	0.088	0.072	0.063
53	0.045	0.060	0.055	0.009
54	0.048	0.096	0.074	0.026
