# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.006	0.046	0.071	0.009
2	0.005	0.032	0.066	0.075
3	0.008	0.058	0.085	0.044
4	0.001	0.020	0.032	0.001
5	0.077	0.038	0.047	0.017
6	0.000	0.011	0.149	0.005
7	0.133	0.056	0.061	0.033
8	0.030	0.156	0.105	0.143
9	0.046	0.425	0.065	0.061
10	0.026	0.058	0.030	0.070
11	0.058	0.098	0.023	0.024
12	0.096	0.371	0.108	0.121
13	0.053	0.427	0.065	0.126
14	0.007	0.087	0.073	0.119
15	0.064	0.004	0.048	0.030
16	0.000	0.000	0.457	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.626	0.000
19	0.000	0.000	0.004	0.000
20	0.104	0.091	0.083	0.040
21	0.052	0.125	0.245	0.166
22	0.013	0.026	0.186	0.018
23	0.011	0.101	0.011	0.008
24	0.094	0.313	0.147	0.046
25	0.157	0.044	0.022	0.019
26	0.364	0.116	0.050	0.031
27	0.132	0.050	0.015	0.010
28	0.003	0.056	0.036	0.025
29	0.043	0.051	0.037	0.033
30	0.250	0.080	0.008	0.001
31	0.014	0.005	0.015	0.073
32	0.005	0.015	0.039	0.125
33	0.003	0.006	0.155	0.010
34	0.027	0.045	0.127	0.011
35	0.062	0.149	0.070	0.047
36	0.034	0.157	0.131	0.143
37	0.258	0.020	0.024	0.016
38	0.010	0.473	0.081	0.030
39	0.047	0.010	0.038	0.003
40	0.017	0.135	0.074	0.017
41	0.015	0.004	0.062	0.004
42	0.018	0.020	0.132	0.018
43	0.210	0.045	0.132	0.041
44	0.005	0.003	0.020	0.071
45	0.101	0.078	0.053	0.120
46	0.071	0.105	0.099	0.028
47	0.025	0.224	0.106	0.041
48	0.078	0.048	0.053	0.008
49	0.343	0.242	0.150	0.055
50	0.059	0.014	0.207	0.031
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.004	0.000	0.000
54	0.000	0.030	0.000	0.000
