# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.087	0.093	0.017	0.008
2	0.000	0.000	0.055	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.751	0.000
5	0.000	0.000	0.168	0.000
6	0.016	0.017	0.097	0.002
7	0.199	0.661	0.030	0.286
8	0.167	0.472	0.127	0.228
9	0.163	0.042	0.470	0.069
10	0.036	0.120	0.109	0.024
11	0.024	0.055	0.437	0.009
12	0.203	0.103	0.081	0.093
13	0.452	0.148	0.155	0.076
14	0.390	0.084	0.130	0.019
15	0.014	0.046	0.142	0.098
16	0.032	0.111	0.027	0.002
17	0.108	0.098	0.101	0.015
18	0.069	0.072	0.136	0.125
19	0.016	0.000	0.111	0.001
20	0.003	0.036	0.095	0.046
21	0.107	0.005	0.091	0.049
22	0.095	0.007	0.100	0.076
23	0.010	0.154	0.016	0.093
24	0.036	0.044	0.016	0.008
25	0.041	0.063	0.032	0.053
26	0.060	0.131	0.030	0.036
27	0.011	0.090	0.069	0.005
28	0.031	0.024	0.071	0.043
29	0.032	0.010	0.005	0.046
30	0.032	0.001	0.063	0.001
31	0.001	0.002	0.028	0.025
32	0.006	0.018	0.029	0.011
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.258	0.000	0.000
36	0.037	0.096	0.435	0.082
37	0.055	0.099	0.022	0.015
38	0.069	0.134	0.407	0.092
39	0.000	0.000	0.001	0.000
40	0.000	0.000	0.000	0.000
41	0.001	0.001	0.000	0.000
42	0.007	0.000	0.000	0.000
43	0.000	0.007	0.000	0.000
44	0.000	0.000	0.000	0.004
45	0.000	0.006	0.000	0.000
46	0.000	0.001	0.000	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.000	0.002	0.000
49	0.000	0.000	0.070	0.008
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.001	0.002	0.002	0.000
54	0.003	0.000	0.001	0.000
