# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.168	0.009	0.026	0.006
2	0.077	0.173	0.021	0.011
3	0.153	0.496	0.082	0.116
4	0.073	0.242	0.213	0.048
5	0.000	0.000	0.098	0.000
6	0.000	0.000	0.277	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.423	0.000
9	0.121	0.169	0.164	0.069
10	0.036	0.005	0.073	0.009
11	0.100	0.089	0.095	0.017
12	0.074	0.289	0.219	0.233
13	0.153	0.193	0.205	0.150
14	0.152	0.092	0.208	0.095
15	0.112	0.106	0.191	0.020
16	0.076	0.031	0.053	0.010
17	0.063	0.151	0.126	0.023
18	0.225	0.111	0.142	0.060
19	0.006	0.032	0.016	0.003
20	0.124	0.047	0.034	0.010
21	0.088	0.121	0.043	0.040
22	0.060	0.064	0.032	0.002
23	0.270	0.276	0.052	0.110
24	0.119	0.182	0.241	0.117
25	0.100	0.128	0.074	0.005
26	0.076	0.142	0.100	0.042
27	0.097	0.090	0.094	0.051
28	0.027	0.032	0.027	0.023
29	0.088	0.218	0.343	0.144
30	0.005	0.054	0.001	0.009
31	0.050	0.041	0.207	0.008
32	0.011	0.048	0.150	0.035
33	0.079	0.222	0.142	0.004
34	0.055	0.242	0.215	0.090
35	0.000	0.725	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.079	0.000	0.000
38	0.125	0.183	0.012	0.022
39	0.001	0.002	0.034	0.002
40	0.000	0.001	0.027	0.000
41	0.000	0.002	0.004	0.000
42	0.000	0.000	0.002	0.000
43	0.000	0.000	0.000	0.000
44	0.005	0.003	0.000	0.000
45	0.000	0.000	0.004	0.000
46	0.000	0.000	0.002	0.000
47	0.002	0.000	0.001	0.000
48	0.001	0.000	0.000	0.000
49	0.000	0.002	0.000	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.001	0.000	0.000
52	0.005	0.001	0.003	0.000
53	0.000	0.008	0.009	0.000
54	0.000	0.006	0.000	0.000
