# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.025	0.009	0.016
2	0.000	0.034	0.004	0.008
3	0.120	0.015	0.031	0.069
4	0.019	0.038	0.088	0.038
5	0.073	0.127	0.037	0.002
6	0.025	0.406	0.146	0.006
7	0.089	0.031	0.104	0.042
8	0.106	0.075	0.138	0.041
9	0.000	0.000	0.167	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.365	0.000
12	0.391	0.008	0.289	0.146
13	0.587	0.045	0.259	0.520
14	0.163	0.388	0.147	0.208
15	0.040	0.592	0.114	0.245
16	0.020	0.065	0.026	0.036
17	0.122	0.037	0.475	0.047
18	0.029	0.035	0.268	0.072
19	0.022	0.029	0.019	0.019
20	0.450	0.024	0.088	0.036
21	0.047	0.396	0.130	0.034
22	0.009	0.421	0.131	0.052
23	0.166	0.163	0.037	0.022
24	0.236	0.113	0.051	0.053
25	0.011	0.076	0.118	0.014
26	0.064	0.057	0.430	0.047
27	0.018	0.130	0.415	0.015
28	0.013	0.091	0.014	0.013
29	0.166	0.088	0.432	0.054
30	0.003	0.036	0.009	0.138
31	0.038	0.023	0.108	0.002
32	0.003	0.045	0.068	0.002
33	0.000	0.084	0.000	0.000
34	0.000	0.177	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.291	0.000	0.000
37	0.000	0.007	0.000	0.000
38	0.155	0.011	0.431	0.156
39	0.003	0.004	0.002	0.000
40	0.000	0.012	0.012	0.000
41	0.008	0.000	0.013	0.000
42	0.000	0.009	0.002	0.000
43	0.000	0.000	0.000	0.000
44	0.001	0.000	0.000	0.000
45	0.000	0.008	0.000	0.000
46	0.000	0.009	0.002	0.014
47	0.000	0.002	0.001	0.000
48	0.000	0.006	0.000	0.000
49	0.005	0.000	0.000	0.000
50	0.000	0.001	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.001	0.004	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.000	0.000	0.000
