# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.054	0.011	0.007	0.019
2	0.045	0.123	0.008	0.059
3	0.135	0.100	0.134	0.047
4	0.234	0.064	0.145	0.104
5	0.211	0.076	0.009	0.059
6	0.003	0.054	0.014	0.009
7	0.022	0.153	0.126	0.054
8	0.156	0.127	0.144	0.043
9	0.026	0.170	0.039	0.040
10	0.095	0.107	0.025	0.012
11	0.020	0.023	0.215	0.009
12	0.035	0.044	0.055	0.039
13	0.142	0.056	0.087	0.081
14	0.106	0.187	0.133	0.066
15	0.124	0.048	0.121	0.035
16	0.004	0.024	0.040	0.071
17	0.024	0.024	0.119	0.018
18	0.053	0.057	0.094	0.078
19	0.000	0.004	0.091	0.000
20	0.023	0.030	0.102	0.027
21	0.113	0.017	0.014	0.027
22	0.043	0.020	0.073	0.005
23	0.140	0.049	0.023	0.026
24	0.080	0.080	0.017	0.019
25	0.020	0.008	0.120	0.067
26	0.006	0.013	0.013	0.011
27	0.014	0.017	0.011	0.017
28	0.005	0.205	0.059	0.007
29	0.118	0.133	0.033	0.022
30	0.001	0.020	0.002	0.106
31	0.005	0.085	0.108	0.081
32	0.019	0.128	0.097	0.131
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.000	0.359	0.000
36	0.125	0.146	0.263	0.011
37	0.045	0.010	0.049	0.037
38	0.050	0.067	0.049	0.026
39	0.072	0.008	0.018	0.043
40	0.063	0.040	0.011	0.010
41	0.008	0.185	0.072	0.007
42	0.017	0.093	0.095	0.009
43	0.018	0.239	0.369	0.099
44	0.008	0.059	0.013	0.006
45	0.036	0.053	0.105	0.008
46	0.052	0.165	0.023	0.057
47	0.035	0.227	0.182	0.050
48	0.012	0.107	0.186	0.003
49	0.070	0.099	0.353	0.041
50	0.336	0.040	0.074	0.010
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.014	0.000	0.000
