# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.009	0.024	0.028	0.013
2	0.002	0.036	0.064	0.044
3	0.042	0.132	0.050	0.032
4	0.034	0.012	0.033	0.014
5	0.087	0.126	0.160	0.080
6	0.002	0.036	0.005	0.000
7	0.049	0.155	0.015	0.019
8	0.074	0.110	0.016	0.065
9	0.133	0.185	0.084	0.044
10	0.180	0.186	0.028	0.044
11	0.075	0.126	0.115	0.040
12	0.090	0.248	0.091	0.051
13	0.243	0.118	0.124	0.216
14	0.071	0.177	0.067	0.015
15	0.015	0.044	0.212	0.006
16	0.000	0.000	0.253	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.555	0.000
19	0.000	0.000	0.000	0.000
20	0.000	0.493	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.461	0.000	0.000
23	0.000	0.045	0.000	0.000
24	0.000	0.204	0.001	0.000
25	0.053	0.026	0.213	0.039
26	0.056	0.153	0.074	0.047
27	0.064	0.222	0.026	0.046
28	0.048	0.086	0.097	0.009
29	0.086	0.135	0.143	0.091
30	0.027	0.014	0.024	0.003
31	0.066	0.027	0.036	0.030
32	0.048	0.106	0.100	0.029
33	0.034	0.035	0.030	0.104
34	0.047	0.090	0.062	0.028
35	0.074	0.187	0.085	0.055
36	0.131	0.110	0.150	0.126
37	0.120	0.091	0.095	0.103
38	0.071	0.068	0.063	0.061
39	0.017	0.019	0.029	0.067
40	0.050	0.058	0.049	0.005
41	0.028	0.014	0.070	0.001
42	0.068	0.047	0.017	0.033
43	0.117	0.108	0.086	0.042
44	0.014	0.026	0.005	0.001
45	0.046	0.037	0.042	0.045
46	0.018	0.049	0.014	0.008
47	0.066	0.079	0.037	0.021
48	0.115	0.123	0.076	0.091
49	0.090	0.075	0.031	0.023
50	0.019	0.014	0.040	0.043
51	0.005	0.034	0.032	0.011
52	0.017	0.039	0.122	0.071
53	0.015	0.044	0.025	0.004
54	0.050	0.066	0.010	0.023
