# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.006	0.095	0.016	0.003
2	0.012	0.111	0.013	0.035
3	0.161	0.569	0.015	0.112
4	0.088	0.350	0.040	0.009
5	0.000	0.000	0.237	0.000
6	0.000	0.000	0.200	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.368	0.000
9	0.137	0.108	0.246	0.197
10	0.018	0.109	0.146	0.028
11	0.030	0.153	0.082	0.038
12	0.209	0.282	0.232	0.289
13	0.299	0.139	0.184	0.200
14	0.254	0.051	0.425	0.058
15	0.059	0.094	0.035	0.086
16	0.035	0.098	0.340	0.004
17	0.000	0.494	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.077	0.131	0.098	0.068
21	0.052	0.168	0.133	0.067
22	0.020	0.093	0.130	0.025
23	0.124	0.336	0.087	0.016
24	0.134	0.168	0.063	0.069
25	0.099	0.061	0.100	0.006
26	0.070	0.185	0.074	0.009
27	0.047	0.028	0.005	0.029
28	0.055	0.135	0.038	0.007
29	0.126	0.217	0.144	0.047
30	0.003	0.107	0.003	0.001
31	0.000	0.083	0.020	0.012
32	0.014	0.018	0.041	0.030
33	0.016	0.195	0.109	0.025
34	0.114	0.186	0.074	0.075
35	0.317	0.186	0.168	0.136
36	0.301	0.148	0.082	0.081
37	0.038	0.067	0.190	0.045
38	0.181	0.083	0.190	0.120
39	0.000	0.008	0.107	0.001
40	0.000	0.002	0.017	0.000
41	0.000	0.000	0.005	0.000
42	0.000	0.000	0.001	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.007	0.005	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.002	0.000	0.000
48	0.000	0.000	0.001	0.000
49	0.000	0.001	0.000	0.000
50	0.000	0.000	0.002	0.000
51	0.000	0.001	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.006	0.000	0.000
54	0.000	0.004	0.005	0.000
