# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.007	0.005	0.027	0.002
2	0.002	0.008	0.066	0.001
3	0.069	0.073	0.019	0.017
4	0.022	0.069	0.077	0.001
5	0.069	0.108	0.057	0.036
6	0.038	0.153	0.040	0.135
7	0.038	0.096	0.116	0.087
8	0.090	0.267	0.052	0.040
9	0.121	0.123	0.149	0.073
10	0.140	0.068	0.168	0.081
11	0.027	0.097	0.155	0.054
12	0.216	0.384	0.089	0.267
13	0.310	0.261	0.169	0.209
14	0.269	0.258	0.200	0.169
15	0.106	0.318	0.110	0.030
16	0.075	0.106	0.204	0.015
17	0.000	0.000	0.668	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.000	0.390	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.406	0.000	0.000
23	0.000	0.045	0.000	0.000
24	0.003	0.160	0.016	0.000
25	0.090	0.136	0.208	0.049
26	0.021	0.148	0.062	0.018
27	0.015	0.067	0.023	0.065
28	0.024	0.062	0.044	0.013
29	0.035	0.209	0.022	0.023
30	0.005	0.004	0.045	0.001
31	0.008	0.020	0.038	0.023
32	0.018	0.047	0.027	0.024
33	0.018	0.025	0.010	0.139
34	0.156	0.142	0.054	0.065
35	0.084	0.094	0.116	0.073
36	0.032	0.147	0.053	0.036
37	0.091	0.190	0.138	0.047
38	0.165	0.124	0.119	0.084
39	0.019	0.017	0.033	0.030
40	0.018	0.014	0.044	0.001
41	0.006	0.012	0.022	0.000
42	0.000	0.007	0.005	0.000
43	0.000	0.000	0.004	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.002	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.001	0.000	0.000
48	0.001	0.002	0.000	0.000
49	0.000	0.000	0.000	0.000
50	0.000	0.001	0.000	0.000
51	0.000	0.000	0.005	0.000
52	0.000	0.001	0.002	0.000
53	0.000	0.007	0.002	0.000
54	0.000	0.003	0.001	0.000
