# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.058	0.090	0.039	0.048
2	0.000	0.000	0.067	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.527	0.000
5	0.000	0.000	0.326	0.000
6	0.001	0.022	0.184	0.002
7	0.489	0.360	0.067	0.479
8	0.193	0.359	0.223	0.212
9	0.107	0.127	0.217	0.061
10	0.100	0.193	0.026	0.005
11	0.011	0.094	0.118	0.036
12	0.151	0.071	0.287	0.046
13	0.245	0.074	0.354	0.220
14	0.134	0.057	0.360	0.027
15	0.021	0.160	0.219	0.032
16	0.095	0.068	0.114	0.002
17	0.086	0.100	0.113	0.021
18	0.126	0.070	0.083	0.020
19	0.012	0.004	0.001	0.000
20	0.175	0.057	0.108	0.028
21	0.026	0.046	0.220	0.059
22	0.001	0.050	0.016	0.000
23	0.136	0.338	0.137	0.143
24	0.159	0.163	0.168	0.049
25	0.054	0.069	0.173	0.004
26	0.068	0.150	0.043	0.012
27	0.142	0.049	0.019	0.007
28	0.035	0.149	0.035	0.055
29	0.132	0.201	0.131	0.037
30	0.006	0.116	0.001	0.022
31	0.002	0.049	0.147	0.002
32	0.003	0.027	0.089	0.015
33	0.000	0.023	0.000	0.000
34	0.000	0.297	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.532	0.000	0.000
37	0.000	0.145	0.000	0.000
38	0.153	0.046	0.230	0.047
39	0.000	0.090	0.158	0.000
40	0.000	0.015	0.000	0.000
41	0.000	0.005	0.000	0.000
42	0.000	0.000	0.003	0.000
43	0.000	0.000	0.000	0.000
44	0.006	0.000	0.000	0.000
45	0.006	0.000	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.003	0.000
48	0.000	0.005	0.000	0.000
49	0.000	0.000	0.000	0.000
50	0.000	0.004	0.000	0.000
51	0.000	0.000	0.002	0.000
52	0.000	0.000	0.007	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.000	0.000	0.001
