# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.075	0.109	0.011	0.001
2	0.000	0.000	0.006	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.300	0.000
5	0.000	0.000	0.210	0.000
6	0.003	0.001	0.093	0.005
7	0.363	0.455	0.070	0.430
8	0.499	0.189	0.115	0.171
9	0.175	0.082	0.450	0.057
10	0.031	0.174	0.498	0.016
11	0.020	0.101	0.014	0.013
12	0.000	0.362	0.000	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.652	0.000	0.000
15	0.153	0.015	0.499	0.101
16	0.001	0.058	0.012	0.002
17	0.039	0.071	0.214	0.041
18	0.119	0.105	0.227	0.085
19	0.013	0.030	0.004	0.006
20	0.015	0.071	0.128	0.059
21	0.097	0.055	0.218	0.040
22	0.040	0.077	0.112	0.008
23	0.135	0.066	0.026	0.037
24	0.188	0.067	0.103	0.218
25	0.025	0.104	0.390	0.035
26	0.032	0.193	0.056	0.040
27	0.124	0.039	0.027	0.013
28	0.099	0.097	0.026	0.021
29	0.020	0.126	0.116	0.036
30	0.001	0.028	0.000	0.000
31	0.007	0.001	0.073	0.001
32	0.032	0.017	0.083	0.000
33	0.002	0.002	0.037	0.010
34	0.451	0.149	0.113	0.079
35	0.241	0.065	0.499	0.178
36	0.134	0.010	0.164	0.036
37	0.056	0.111	0.032	0.011
38	0.139	0.078	0.412	0.066
39	0.003	0.035	0.000	0.000
40	0.000	0.000	0.001	0.000
41	0.000	0.000	0.000	0.001
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.006	0.000	0.000	0.000
45	0.000	0.000	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.000	0.000
48	0.001	0.000	0.000	0.000
49	0.000	0.000	0.002	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.002	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.002	0.000	0.000
