# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.042	0.034	0.017	0.021
2	0.040	0.048	0.022	0.022
3	0.200	0.695	0.012	0.473
4	0.008	0.741	0.034	0.024
5	0.000	0.000	0.182	0.000
6	0.000	0.000	0.046	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.887	0.000
9	0.000	0.013	0.000	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.000
12	0.003	0.090	0.112	0.009
13	0.111	0.131	0.145	0.043
14	0.162	0.102	0.103	0.071
15	0.198	0.077	0.085	0.094
16	0.033	0.012	0.066	0.022
17	0.110	0.010	0.234	0.072
18	0.075	0.070	0.182	0.009
19	0.069	0.039	0.062	0.000
20	0.031	0.021	0.085	0.013
21	0.082	0.015	0.081	0.012
22	0.020	0.035	0.027	0.004
23	0.151	0.079	0.183	0.044
24	0.095	0.099	0.315	0.008
25	0.028	0.062	0.006	0.000
26	0.136	0.076	0.013	0.081
27	0.092	0.033	0.052	0.023
28	0.053	0.037	0.100	0.011
29	0.205	0.050	0.089	0.103
30	0.029	0.006	0.002	0.002
31	0.054	0.044	0.045	0.012
32	0.021	0.030	0.019	0.003
33	0.053	0.088	0.040	0.005
34	0.039	0.159	0.226	0.071
35	0.067	0.177	0.164	0.074
36	0.114	0.171	0.115	0.090
37	0.113	0.074	0.103	0.006
38	0.171	0.125	0.084	0.005
39	0.085	0.021	0.029	0.049
40	0.008	0.029	0.015	0.030
41	0.072	0.021	0.041	0.013
42	0.012	0.097	0.039	0.014
43	0.159	0.088	0.031	0.151
44	0.003	0.035	0.048	0.004
45	0.006	0.015	0.010	0.007
46	0.141	0.120	0.006	0.002
47	0.118	0.120	0.132	0.015
48	0.080	0.157	0.063	0.006
49	0.015	0.053	0.091	0.009
50	0.019	0.011	0.024	0.006
51	0.047	0.019	0.007	0.002
52	0.021	0.026	0.063	0.047
53	0.052	0.042	0.078	0.018
54	0.052	0.055	0.066	0.005
