# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.033	0.087	0.011	0.010
2	0.000	0.000	0.026	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.644	0.000
5	0.000	0.000	0.318	0.000
6	0.005	0.127	0.157	0.006
7	0.448	0.489	0.017	0.149
8	0.443	0.271	0.052	0.142
9	0.201	0.386	0.047	0.117
10	0.144	0.155	0.038	0.013
11	0.003	0.120	0.124	0.002
12	0.076	0.037	0.056	0.054
13	0.178	0.135	0.053	0.032
14	0.148	0.084	0.028	0.036
15	0.195	0.327	0.028	0.057
16	0.003	0.054	0.060	0.002
17	0.008	0.104	0.091	0.018
18	0.032	0.105	0.046	0.159
19	0.001	0.001	0.046	0.004
20	0.015	0.024	0.100	0.051
21	0.094	0.044	0.018	0.010
22	0.029	0.045	0.023	0.033
23	0.088	0.050	0.242	0.046
24	0.057	0.137	0.045	0.114
25	0.020	0.208	0.047	0.017
26	0.009	0.028	0.035	0.070
27	0.008	0.107	0.030	0.005
28	0.018	0.017	0.054	0.011
29	0.063	0.225	0.034	0.018
30	0.020	0.027	0.016	0.001
31	0.202	0.044	0.011	0.047
32	0.083	0.006	0.164	0.002
33	0.011	0.036	0.121	0.006
34	0.163	0.120	0.153	0.033
35	0.048	0.121	0.353	0.099
36	0.167	0.071	0.147	0.019
37	0.007	0.167	0.031	0.004
38	0.056	0.296	0.056	0.019
39	0.061	0.011	0.018	0.006
40	0.034	0.097	0.013	0.003
41	0.017	0.138	0.019	0.036
42	0.058	0.025	0.119	0.010
43	0.142	0.072	0.219	0.147
44	0.005	0.007	0.171	0.006
45	0.011	0.056	0.040	0.006
46	0.094	0.163	0.020	0.157
47	0.146	0.348	0.079	0.039
48	0.128	0.065	0.135	0.019
49	0.052	0.040	0.223	0.045
50	0.038	0.078	0.170	0.012
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.023	0.000	0.000
