# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.024	0.128	0.035	0.010
2	0.000	0.000	0.067	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.667	0.000
5	0.000	0.000	0.154	0.000
6	0.106	0.013	0.166	0.000
7	0.586	0.344	0.035	0.231
8	0.444	0.259	0.044	0.210
9	0.226	0.391	0.125	0.188
10	0.140	0.030	0.178	0.029
11	0.001	0.011	0.144	0.011
12	0.145	0.233	0.266	0.077
13	0.146	0.086	0.227	0.169
14	0.068	0.135	0.241	0.163
15	0.202	0.133	0.312	0.242
16	0.002	0.014	0.050	0.002
17	0.082	0.199	0.051	0.026
18	0.076	0.070	0.065	0.022
19	0.008	0.009	0.053	0.000
20	0.194	0.013	0.040	0.017
21	0.018	0.101	0.204	0.022
22	0.055	0.006	0.136	0.012
23	0.060	0.180	0.182	0.077
24	0.047	0.177	0.054	0.074
25	0.027	0.097	0.146	0.013
26	0.033	0.085	0.026	0.021
27	0.116	0.086	0.026	0.049
28	0.004	0.044	0.045	0.012
29	0.165	0.178	0.019	0.062
30	0.013	0.003	0.002	0.002
31	0.027	0.137	0.002	0.025
32	0.019	0.140	0.020	0.007
33	0.002	0.048	0.089	0.012
34	0.139	0.253	0.078	0.017
35	0.130	0.273	0.030	0.088
36	0.074	0.165	0.058	0.085
37	0.015	0.173	0.036	0.002
38	0.172	0.119	0.123	0.071
39	0.016	0.099	0.111	0.046
40	0.085	0.123	0.122	0.038
41	0.083	0.082	0.041	0.020
42	0.000	0.226	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.026	0.081	0.035	0.022
46	0.216	0.088	0.078	0.024
47	0.069	0.203	0.100	0.010
48	0.049	0.143	0.102	0.020
49	0.028	0.249	0.148	0.069
50	0.042	0.037	0.251	0.005
51	0.020	0.005	0.008	0.002
52	0.052	0.026	0.174	0.077
53	0.021	0.076	0.027	0.007
54	0.022	0.135	0.016	0.016
