# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.022	0.152	0.028	0.017
2	0.033	0.178	0.069	0.055
3	0.281	0.393	0.037	0.323
4	0.032	0.030	0.142	0.007
5	0.137	0.205	0.244	0.123
6	0.019	0.019	0.016	0.009
7	0.058	0.158	0.103	0.023
8	0.000	0.000	0.156	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.129	0.000
11	0.053	0.153	0.053	0.003
12	0.292	0.052	0.168	0.139
13	0.124	0.075	0.368	0.102
14	0.178	0.113	0.218	0.145
15	0.149	0.274	0.081	0.084
16	0.069	0.193	0.088	0.000
17	0.366	0.110	0.072	0.049
18	0.299	0.111	0.156	0.039
19	0.008	0.016	0.002	0.001
20	0.172	0.122	0.037	0.005
21	0.109	0.062	0.244	0.069
22	0.047	0.071	0.136	0.028
23	0.124	0.200	0.049	0.023
24	0.069	0.140	0.062	0.018
25	0.074	0.213	0.015	0.026
26	0.057	0.074	0.135	0.049
27	0.041	0.043	0.147	0.007
28	0.073	0.037	0.119	0.010
29	0.042	0.271	0.052	0.016
30	0.006	0.003	0.077	0.001
31	0.050	0.062	0.051	0.014
32	0.066	0.067	0.049	0.006
33	0.052	0.119	0.022	0.039
34	0.101	0.076	0.090	0.021
35	0.000	0.484	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.037	0.000	0.000
38	0.018	0.248	0.067	0.095
39	0.071	0.052	0.006	0.004
40	0.068	0.139	0.056	0.001
41	0.039	0.110	0.017	0.002
42	0.077	0.022	0.061	0.007
43	0.074	0.074	0.097	0.028
44	0.012	0.021	0.037	0.003
45	0.067	0.031	0.036	0.002
46	0.019	0.067	0.091	0.068
47	0.082	0.066	0.071	0.011
48	0.035	0.082	0.081	0.015
49	0.034	0.206	0.057	0.050
50	0.041	0.017	0.046	0.008
51	0.010	0.009	0.014	0.003
52	0.008	0.121	0.159	0.006
53	0.013	0.098	0.031	0.034
54	0.049	0.093	0.024	0.013
