# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.000	0.000	0.382
2	0.000	0.000	0.000	0.004
3	0.000	0.798	0.000	0.000
4	0.000	0.000	0.000	0.000
5	0.000	0.000	0.000	0.003
6	0.002	0.004	0.000	0.000
7	0.001	0.002	0.001	0.030
8	0.000	0.054	0.000	0.001
9	0.000	0.074	0.002	0.000
10	0.011	0.055	0.000	0.004
11	0.000	0.023	0.074	0.000
12	0.084	0.004	0.000	0.048
13	0.000	0.063	0.109	0.005
14	0.000	0.825	0.000	0.029
15	0.074	0.798	0.000	0.032
16	0.000	0.000	0.000	0.000
17	0.036	0.141	0.023	0.007
18	0.023	0.846	0.000	0.010
19	0.000	0.000	0.009	0.000
20	0.000	0.000	0.002	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.000	0.830	0.000
23	0.000	0.000	0.000	0.000
24	0.000	0.000	0.000	0.000
25	0.000	0.000	0.036	0.002
26	0.798	0.004	0.000	0.005
27	0.000	0.004	0.000	0.000
28	0.000	0.000	0.000	0.002
29	0.000	0.798	0.000	0.000
30	0.000	0.000	0.023	0.000
31	0.000	0.004	0.000	0.000
32	0.000	0.004	0.000	0.000
33	0.000	0.000	0.002	0.009
34	0.035	0.000	0.000	0.022
35	0.000	0.000	0.035	0.000
36	0.000	0.000	0.000	0.234
37	0.000	0.000	0.035	0.148
38	0.000	0.000	0.000	0.000
39	0.000	0.000	0.035	0.000
40	0.000	0.000	0.798	0.001
41	0.004	0.054	0.000	0.000
42	0.000	0.000	0.004	0.000
43	0.000	0.000	0.078	0.000
44	0.000	0.000	0.000	0.003
45	0.001	0.000	0.000	0.000
46	0.000	0.000	0.132	0.001
47	0.004	0.000	0.074	0.001
48	0.000	0.000	0.887	0.005
49	0.002	0.001	0.077	0.105
50	0.036	0.002	0.054	0.004
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.000	0.000	0.000
