# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.045	0.119	0.115	0.008
2	0.012	0.173	0.107	0.047
3	0.034	0.225	0.248	0.043
4	0.105	0.037	0.094	0.054
5	0.210	0.032	0.057	0.090
6	0.007	0.021	0.019	0.006
7	0.036	0.190	0.103	0.053
8	0.095	0.216	0.169	0.066
9	0.054	0.271	0.018	0.007
10	0.128	0.081	0.033	0.027
11	0.002	0.045	0.249	0.005
12	0.124	0.288	0.031	0.152
13	0.359	0.204	0.008	0.063
14	0.209	0.328	0.132	0.132
15	0.113	0.187	0.294	0.035
16	0.000	0.137	0.119	0.016
17	0.047	0.079	0.053	0.054
18	0.095	0.184	0.161	0.115
19	0.000	0.003	0.005	0.000
20	0.054	0.154	0.072	0.010
21	0.015	0.123	0.176	0.096
22	0.047	0.110	0.010	0.033
23	0.074	0.146	0.018	0.022
24	0.028	0.260	0.077	0.017
25	0.000	0.011	0.055	0.015
26	0.008	0.074	0.055	0.007
27	0.059	0.005	0.011	0.014
28	0.015	0.006	0.033	0.010
29	0.108	0.158	0.024	0.095
30	0.000	0.017	0.008	0.101
31	0.153	0.009	0.176	0.006
32	0.077	0.030	0.226	0.006
33	0.000	0.000	0.079	0.000
34	0.000	0.000	0.288	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.000	0.636	0.000
37	0.000	0.000	0.017	0.000
38	0.012	0.415	0.022	0.046
39	0.012	0.104	0.002	0.008
40	0.115	0.007	0.016	0.010
41	0.002	0.022	0.013	0.004
42	0.021	0.109	0.074	0.008
43	0.259	0.032	0.285	0.086
44	0.002	0.000	0.110	0.011
45	0.022	0.024	0.177	0.056
46	0.198	0.132	0.012	0.029
47	0.047	0.311	0.052	0.049
48	0.018	0.026	0.140	0.005
49	0.019	0.134	0.177	0.101
50	0.123	0.013	0.101	0.036
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.041	0.000	0.000
54	0.000	0.121	0.000	0.000
