# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.005	0.101	0.027	0.025
2	0.009	0.087	0.013	0.006
3	0.390	0.451	0.018	0.106
4	0.255	0.299	0.130	0.036
5	0.000	0.000	0.073	0.000
6	0.000	0.000	0.592	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.000	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.070	0.000	0.000
11	0.123	0.089	0.050	0.019
12	0.156	0.228	0.256	0.131
13	0.120	0.267	0.083	0.230
14	0.058	0.176	0.125	0.105
15	0.063	0.057	0.095	0.117
16	0.187	0.019	0.105	0.018
17	0.069	0.047	0.315	0.074
18	0.108	0.085	0.389	0.136
19	0.009	0.023	0.055	0.001
20	0.032	0.062	0.234	0.007
21	0.090	0.221	0.090	0.050
22	0.061	0.021	0.070	0.009
23	0.089	0.275	0.088	0.098
24	0.455	0.136	0.110	0.054
25	0.023	0.068	0.057	0.010
26	0.130	0.072	0.039	0.015
27	0.077	0.087	0.121	0.099
28	0.034	0.028	0.079	0.014
29	0.174	0.052	0.029	0.034
30	0.006	0.050	0.061	0.006
31	0.009	0.051	0.121	0.014
32	0.025	0.007	0.064	0.012
33	0.096	0.067	0.060	0.006
34	0.067	0.018	0.135	0.155
35	0.228	0.207	0.071	0.195
36	0.127	0.178	0.079	0.124
37	0.029	0.032	0.073	0.027
38	0.296	0.071	0.139	0.061
39	0.004	0.009	0.015	0.002
40	0.001	0.003	0.000	0.001
41	0.058	0.001	0.044	0.000
42	0.000	0.000	0.001	0.000
43	0.000	0.000	0.000	0.000
44	0.001	0.000	0.000	0.000
45	0.000	0.000	0.000	0.004
46	0.000	0.000	0.001	0.000
47	0.000	0.000	0.000	0.000
48	0.000	0.001	0.004	0.000
49	0.000	0.001	0.051	0.000
50	0.046	0.000	0.013	0.000
51	0.001	0.001	0.001	0.000
52	0.000	0.000	0.000	0.000
53	0.008	0.001	0.000	0.000
54	0.005	0.001	0.000	0.000
