# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.066	0.008	0.013	0.000
2	0.028	0.070	0.000	0.009
3	0.018	0.167	0.099	0.009
4	0.090	0.164	0.011	0.021
5	0.090	0.039	0.015	0.002
6	0.018	0.060	0.093	0.011
7	0.109	0.030	0.223	0.005
8	0.120	0.023	0.262	0.019
9	0.000	0.000	0.294	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.000
12	0.043	0.010	0.427	0.057
13	0.165	0.076	0.381	0.400
14	0.243	0.021	0.190	0.349
15	0.197	0.150	0.115	0.223
16	0.141	0.078	0.008	0.021
17	0.090	0.180	0.052	0.072
18	0.171	0.071	0.179	0.034
19	0.018	0.032	0.012	0.003
20	0.137	0.097	0.039	0.192
21	0.055	0.115	0.100	0.005
22	0.021	0.069	0.102	0.037
23	0.010	0.362	0.112	0.028
24	0.324	0.233	0.084	0.056
25	0.011	0.041	0.031	0.018
26	0.015	0.373	0.203	0.049
27	0.104	0.034	0.099	0.046
28	0.164	0.169	0.039	0.022
29	0.370	0.203	0.081	0.144
30	0.030	0.016	0.004	0.000
31	0.034	0.025	0.126	0.005
32	0.077	0.048	0.254	0.005
33	0.027	0.298	0.023	0.000
34	0.073	0.128	0.182	0.117
35	0.000	0.429	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.015	0.000	0.000
38	0.127	0.274	0.046	0.125
39	0.000	0.019	0.024	0.000
40	0.001	0.015	0.017	0.000
41	0.012	0.000	0.000	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.002	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.002	0.005	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.003	0.000
48	0.000	0.008	0.004	0.000
49	0.002	0.000	0.000	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.005	0.005	0.000	0.000
53	0.000	0.000	0.000	0.001
54	0.000	0.000	0.000	0.001
