# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.006	0.068	0.010	0.001
2	0.001	0.016	0.062	0.000
3	0.100	0.067	0.258	0.028
4	0.063	0.027	0.053	0.047
5	0.106	0.099	0.104	0.016
6	0.078	0.099	0.054	0.115
7	0.114	0.078	0.308	0.154
8	0.000	0.000	0.578	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.496	0.000
11	0.022	0.401	0.045	0.017
12	0.000	0.438	0.000	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.196	0.000	0.000
15	0.485	0.020	0.193	0.175
16	0.009	0.080	0.003	0.037
17	0.089	0.052	0.284	0.287
18	0.115	0.076	0.326	0.348
19	0.027	0.008	0.037	0.001
20	0.026	0.126	0.155	0.159
21	0.180	0.032	0.217	0.095
22	0.067	0.088	0.207	0.060
23	0.091	0.101	0.080	0.015
24	0.081	0.077	0.140	0.153
25	0.065	0.048	0.288	0.042
26	0.035	0.268	0.106	0.027
27	0.116	0.075	0.103	0.108
28	0.050	0.059	0.050	0.020
29	0.069	0.083	0.133	0.049
30	0.011	0.011	0.035	0.000
31	0.060	0.031	0.047	0.046
32	0.023	0.017	0.076	0.020
33	0.013	0.042	0.045	0.002
34	0.366	0.145	0.200	0.121
35	0.374	0.043	0.366	0.191
36	0.136	0.250	0.154	0.074
37	0.025	0.039	0.049	0.013
38	0.300	0.078	0.116	0.131
39	0.020	0.022	0.003	0.001
40	0.000	0.021	0.002	0.000
41	0.000	0.003	0.000	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.013	0.000	0.000
46	0.000	0.001	0.020	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.004	0.000	0.001
49	0.000	0.000	0.002	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.012	0.000	0.005
52	0.000	0.000	0.000	0.000
53	0.000	0.015	0.000	0.000
54	0.000	0.009	0.000	0.000
