# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.053	0.299	0.000	0.000
2	0.002	0.053	0.000	0.000
3	0.000	0.000	0.000	0.001
4	0.000	0.000	0.002	0.231
5	0.000	0.002	0.010	0.027
6	0.001	0.173	0.000	0.000
7	0.002	0.000	0.608	0.005
8	0.297	0.056	0.000	0.001
9	0.001	0.089	0.138	0.001
10	0.000	0.370	0.056	0.015
11	0.000	0.054	0.015	0.002
12	0.001	0.135	0.001	0.001
13	0.080	0.131	0.013	0.063
14	0.002	0.000	0.003	0.009
15	0.000	0.000	0.001	0.005
16	0.000	0.000	0.775	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.477	0.000
19	0.000	0.000	0.000	0.000
20	0.053	0.015	0.001	0.001
21	0.081	0.319	0.053	0.008
22	0.130	0.000	0.008	0.068
23	0.000	0.301	0.002	0.000
24	0.305	0.138	0.000	0.009
25	0.054	0.053	0.082	0.091
26	0.309	0.058	0.307	0.000
27	0.295	0.000	0.000	0.000
28	0.000	0.000	0.001	0.315
29	0.001	0.056	0.320	0.000
30	0.052	0.000	0.000	0.001
31	0.001	0.305	0.057	0.000
32	0.015	0.000	0.058	0.009
33	0.001	0.002	0.000	0.020
34	0.172	0.112	0.307	0.025
35	0.405	0.496	0.001	0.000
36	0.703	0.112	0.001	0.083
37	0.000	0.001	0.083	0.010
38	0.000	0.305	0.000	0.002
39	0.000	0.000	0.083	0.009
40	0.000	0.001	0.002	0.086
41	0.000	0.023	0.000	0.000
42	0.000	0.000	0.015	0.003
43	0.015	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.080	0.000	0.002	0.067
46	0.000	0.015	0.080	0.002
47	0.000	0.313	0.000	0.009
48	0.301	0.000	0.097	0.008
49	0.019	0.000	0.133	0.065
50	0.080	0.002	0.307	0.003
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.004	0.000	0.000
54	0.000	0.032	0.000	0.000
