# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.057	0.093	0.006	0.011
2	0.009	0.191	0.039	0.012
3	0.551	0.308	0.094	0.233
4	0.335	0.243	0.287	0.136
5	0.000	0.000	0.092	0.000
6	0.000	0.000	0.265	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.473	0.000
9	0.018	0.125	0.247	0.056
10	0.141	0.580	0.123	0.224
11	0.004	0.022	0.049	0.006
12	0.028	0.063	0.089	0.027
13	0.169	0.063	0.127	0.083
14	0.207	0.151	0.042	0.124
15	0.137	0.236	0.080	0.034
16	0.003	0.021	0.134	0.005
17	0.023	0.097	0.137	0.047
18	0.067	0.061	0.211	0.061
19	0.002	0.113	0.015	0.033
20	0.001	0.032	0.051	0.007
21	0.046	0.126	0.090	0.055
22	0.013	0.033	0.098	0.023
23	0.059	0.103	0.061	0.040
24	0.065	0.076	0.050	0.019
25	0.063	0.046	0.015	0.004
26	0.058	0.258	0.003	0.009
27	0.015	0.259	0.034	0.011
28	0.012	0.158	0.035	0.013
29	0.127	0.056	0.057	0.032
30	0.008	0.100	0.016	0.001
31	0.119	0.017	0.004	0.048
32	0.006	0.068	0.239	0.012
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.197	0.000	0.000
36	0.307	0.024	0.111	0.065
37	0.002	0.211	0.041	0.001
38	0.146	0.130	0.003	0.094
39	0.051	0.123	0.129	0.041
40	0.032	0.040	0.138	0.005
41	0.007	0.052	0.070	0.011
42	0.035	0.208	0.015	0.042
43	0.022	0.138	0.082	0.099
44	0.005	0.009	0.020	0.001
45	0.037	0.005	0.014	0.028
46	0.100	0.151	0.143	0.013
47	0.235	0.104	0.152	0.031
48	0.040	0.086	0.175	0.043
49	0.013	0.089	0.157	0.026
50	0.014	0.005	0.109	0.012
51	0.004	0.016	0.019	0.021
52	0.019	0.099	0.118	0.028
53	0.004	0.031	0.030	0.008
54	0.016	0.038	0.024	0.020
