# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.000	0.000	0.000
2	0.000	0.000	0.000	0.000
3	0.000	0.000	0.000	0.232
4	0.000	0.000	0.000	0.232
5	0.000	0.000	0.000	0.000
6	0.000	0.745	0.000	0.000
7	0.000	0.000	0.000	0.001
8	0.000	0.000	0.000	0.001
9	0.000	0.255	0.000	0.000
10	0.000	0.255	0.000	0.000
11	0.000	0.032	0.000	0.232
12	0.000	0.255	0.000	0.045
13	0.000	0.000	0.000	0.018
14	0.000	0.000	0.000	0.040
15	0.000	0.000	0.000	0.041
16	0.000	0.000	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.000	0.745	0.000	0.065
21	0.000	0.745	0.000	0.000
22	0.000	0.000	0.000	0.005
23	0.000	0.255	0.000	0.000
24	0.000	0.000	0.000	0.008
25	0.000	0.000	0.000	0.090
26	0.000	0.000	0.000	0.000
27	0.000	0.000	0.000	0.000
28	0.000	0.000	0.000	0.000
29	0.000	0.000	0.000	0.000
30	0.255	0.000	0.000	0.015
31	0.000	0.000	0.000	0.000
32	0.000	0.745	0.000	0.000
33	0.000	0.000	0.000	0.000
34	0.000	0.255	0.000	0.244
35	0.000	0.000	0.000	0.244
36	0.000	0.000	0.000	0.000
37	0.000	0.000	0.000	0.063
38	0.000	0.000	0.000	0.249
39	0.000	0.000	0.000	0.000
40	0.000	0.000	0.000	0.005
41	0.000	0.000	0.000	0.007
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.000	0.002
46	0.000	0.745	0.000	0.149
47	0.745	0.000	0.000	0.000
48	0.000	0.000	1.000	0.049
49	0.000	0.000	0.000	0.001
50	0.000	0.000	0.000	0.026
51	0.000	0.000	0.000	0.000
52	0.714	0.000	0.000	0.000
53	0.000	0.000	0.000	0.006
54	0.000	0.000	0.434	0.006
