# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.006	0.040	0.092	0.002
2	0.012	0.089	0.052	0.003
3	0.087	0.019	0.082	0.038
4	0.075	0.030	0.061	0.032
5	0.057	0.112	0.081	0.002
6	0.103	0.196	0.031	0.023
7	0.192	0.144	0.065	0.020
8	0.136	0.037	0.209	0.080
9	0.174	0.108	0.113	0.098
10	0.092	0.088	0.024	0.043
11	0.083	0.052	0.091	0.121
12	0.161	0.176	0.136	0.151
13	0.180	0.325	0.269	0.231
14	0.195	0.063	0.181	0.059
15	0.015	0.071	0.064	0.077
16	0.000	0.000	0.179	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.673	0.000
19	0.000	0.000	0.003	0.000
20	0.058	0.126	0.072	0.041
21	0.220	0.267	0.084	0.040
22	0.181	0.155	0.116	0.073
23	0.015	0.085	0.037	0.001
24	0.059	0.033	0.070	0.018
25	0.084	0.114	0.159	0.029
26	0.030	0.126	0.055	0.050
27	0.057	0.013	0.046	0.008
28	0.097	0.110	0.102	0.005
29	0.066	0.149	0.030	0.012
30	0.003	0.012	0.041	0.000
31	0.062	0.034	0.003	0.023
32	0.101	0.055	0.025	0.014
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.523	0.000	0.000
36	0.095	0.086	0.141	0.061
37	0.118	0.083	0.140	0.009
38	0.132	0.187	0.157	0.288
39	0.065	0.014	0.033	0.001
40	0.019	0.070	0.013	0.001
41	0.001	0.007	0.004	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.019	0.000
44	0.000	0.000	0.000	0.000
45	0.001	0.000	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.000	0.003	0.000
49	0.000	0.000	0.058	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.003	0.000
52	0.000	0.000	0.002	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.000	0.005	0.000
