# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.091	0.026	0.010	0.008
2	0.009	0.048	0.070	0.004
3	0.126	0.039	0.109	0.054
4	0.073	0.170	0.070	0.004
5	0.044	0.050	0.030	0.070
6	0.000	0.117	0.093	0.004
7	0.045	0.182	0.200	0.029
8	0.174	0.139	0.224	0.084
9	0.080	0.089	0.043	0.040
10	0.179	0.010	0.064	0.075
11	0.015	0.057	0.207	0.002
12	0.168	0.215	0.014	0.127
13	0.093	0.475	0.110	0.113
14	0.188	0.294	0.124	0.181
15	0.084	0.015	0.251	0.055
16	0.010	0.083	0.221	0.001
17	0.000	0.000	0.660	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.042	0.079	0.091	0.050
21	0.120	0.178	0.209	0.068
22	0.114	0.167	0.108	0.017
23	0.001	0.018	0.294	0.031
24	0.076	0.019	0.203	0.049
25	0.051	0.300	0.163	0.051
26	0.041	0.101	0.286	0.018
27	0.097	0.201	0.081	0.018
28	0.022	0.117	0.047	0.020
29	0.180	0.148	0.096	0.058
30	0.024	0.040	0.025	0.006
31	0.044	0.025	0.052	0.002
32	0.016	0.055	0.045	0.010
33	0.001	0.301	0.027	0.020
34	0.008	0.261	0.176	0.048
35	0.187	0.241	0.123	0.116
36	0.127	0.202	0.087	0.139
37	0.013	0.023	0.250	0.009
38	0.224	0.115	0.019	0.042
39	0.046	0.066	0.113	0.027
40	0.125	0.052	0.136	0.040
41	0.037	0.029	0.080	0.041
42	0.000	0.112	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.001	0.000	0.000
45	0.046	0.091	0.242	0.003
46	0.002	0.014	0.235	0.007
47	0.098	0.082	0.120	0.026
48	0.040	0.359	0.033	0.010
49	0.065	0.153	0.145	0.042
50	0.017	0.055	0.212	0.036
51	0.054	0.048	0.006	0.000
52	0.087	0.056	0.069	0.049
53	0.006	0.018	0.098	0.003
54	0.059	0.038	0.123	0.009
