# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.009	0.300	0.048	0.005
2	0.000	0.000	0.093	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.730	0.000
5	0.000	0.000	0.147	0.000
6	0.012	0.018	0.243	0.000
7	0.154	0.725	0.017	0.151
8	0.164	0.453	0.081	0.134
9	0.225	0.465	0.119	0.151
10	0.093	0.353	0.093	0.077
11	0.004	0.022	0.179	0.004
12	0.081	0.215	0.055	0.094
13	0.042	0.154	0.340	0.243
14	0.159	0.125	0.136	0.074
15	0.101	0.311	0.218	0.077
16	0.013	0.029	0.043	0.000
17	0.089	0.077	0.107	0.101
18	0.101	0.277	0.134	0.087
19	0.000	0.002	0.000	0.000
20	0.000	0.162	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.326	0.000	0.000
23	0.000	0.207	0.000	0.000
24	0.000	0.124	0.006	0.000
25	0.064	0.031	0.339	0.016
26	0.006	0.091	0.084	0.012
27	0.021	0.028	0.003	0.001
28	0.007	0.011	0.106	0.004
29	0.030	0.166	0.074	0.088
30	0.001	0.022	0.052	0.002
31	0.040	0.130	0.022	0.068
32	0.059	0.013	0.038	0.061
33	0.013	0.019	0.224	0.010
34	0.173	0.068	0.062	0.031
35	0.352	0.127	0.218	0.041
36	0.319	0.071	0.100	0.127
37	0.036	0.007	0.025	0.002
38	0.045	0.260	0.026	0.035
39	0.004	0.113	0.106	0.007
40	0.054	0.112	0.010	0.028
41	0.036	0.013	0.073	0.003
42	0.034	0.085	0.029	0.008
43	0.032	0.183	0.041	0.132
44	0.000	0.007	0.055	0.001
45	0.046	0.007	0.217	0.002
46	0.016	0.062	0.012	0.009
47	0.003	0.106	0.035	0.030
48	0.155	0.104	0.027	0.012
49	0.003	0.104	0.060	0.002
50	0.059	0.031	0.031	0.007
51	0.004	0.014	0.039	0.002
52	0.063	0.029	0.022	0.004
53	0.076	0.017	0.013	0.017
54	0.018	0.103	0.011	0.016
