# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.045	0.023	0.022	0.016
2	0.027	0.102	0.117	0.029
3	0.629	0.270	0.044	0.222
4	0.339	0.412	0.051	0.085
5	0.000	0.000	0.211	0.000
6	0.000	0.000	0.417	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.342	0.000
9	0.074	0.040	0.129	0.089
10	0.286	0.430	0.107	0.130
11	0.004	0.027	0.041	0.009
12	0.063	0.078	0.248	0.051
13	0.414	0.052	0.131	0.105
14	0.236	0.140	0.137	0.098
15	0.122	0.217	0.197	0.057
16	0.012	0.002	0.087	0.013
17	0.058	0.037	0.068	0.078
18	0.049	0.023	0.239	0.136
19	0.001	0.079	0.013	0.016
20	0.060	0.017	0.065	0.012
21	0.024	0.108	0.314	0.010
22	0.005	0.019	0.302	0.005
23	0.047	0.051	0.153	0.024
24	0.030	0.095	0.109	0.035
25	0.018	0.028	0.055	0.006
26	0.025	0.114	0.109	0.020
27	0.098	0.098	0.047	0.015
28	0.032	0.105	0.085	0.013
29	0.160	0.122	0.051	0.093
30	0.003	0.014	0.007	0.015
31	0.014	0.120	0.061	0.014
32	0.009	0.040	0.017	0.004
33	0.007	0.101	0.073	0.018
34	0.212	0.017	0.167	0.034
35	0.000	0.423	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.010	0.000	0.000
38	0.164	0.138	0.010	0.026
39	0.079	0.057	0.025	0.063
40	0.047	0.035	0.092	0.005
41	0.013	0.061	0.006	0.000
42	0.069	0.085	0.031	0.022
43	0.072	0.084	0.080	0.029
44	0.004	0.009	0.050	0.000
45	0.056	0.061	0.021	0.043
46	0.011	0.090	0.145	0.035
47	0.033	0.084	0.035	0.057
48	0.035	0.118	0.039	0.015
49	0.045	0.024	0.026	0.013
50	0.016	0.015	0.052	0.015
51	0.005	0.048	0.006	0.001
52	0.022	0.024	0.057	0.007
53	0.016	0.039	0.031	0.010
54	0.026	0.078	0.034	0.018
