# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.007	0.011	0.011	0.001
2	0.005	0.012	0.037	0.001
3	0.059	0.078	0.124	0.052
4	0.064	0.062	0.025	0.006
5	0.084	0.042	0.122	0.019
6	0.109	0.101	0.012	0.061
7	0.213	0.062	0.264	0.164
8	0.000	0.000	0.363	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.079	0.000
11	0.107	0.245	0.043	0.032
12	0.248	0.075	0.436	0.204
13	0.366	0.040	0.320	0.303
14	0.170	0.131	0.315	0.069
15	0.277	0.200	0.093	0.072
16	0.020	0.050	0.006	0.016
17	0.073	0.136	0.116	0.199
18	0.213	0.097	0.126	0.079
19	0.002	0.042	0.022	0.005
20	0.055	0.037	0.115	0.162
21	0.087	0.072	0.121	0.055
22	0.041	0.081	0.043	0.002
23	0.083	0.089	0.044	0.052
24	0.114	0.096	0.160	0.075
25	0.026	0.063	0.067	0.021
26	0.057	0.183	0.082	0.067
27	0.111	0.030	0.276	0.005
28	0.039	0.046	0.049	0.019
29	0.141	0.154	0.067	0.042
30	0.000	0.018	0.228	0.002
31	0.127	0.032	0.030	0.003
32	0.029	0.025	0.013	0.018
33	0.000	0.146	0.000	0.000
34	0.000	0.577	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.650	0.000	0.000
37	0.000	0.057	0.000	0.000
38	0.243	0.144	0.079	0.232
39	0.000	0.008	0.001	0.001
40	0.000	0.004	0.002	0.000
41	0.004	0.005	0.000	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.001	0.000	0.000
45	0.000	0.013	0.000	0.000
46	0.000	0.000	0.001	0.000
47	0.000	0.000	0.000	0.000
48	0.000	0.001	0.000	0.000
49	0.000	0.000	0.001	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.012	0.001	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.007	0.000	0.000
54	0.000	0.005	0.000	0.000
