# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.012	0.048	0.002	0.012
2	0.046	0.085	0.004	0.005
3	0.017	0.005	0.036	0.040
4	0.004	0.052	0.026	0.042
5	0.013	0.062	0.074	0.004
6	0.031	0.020	0.107	0.117
7	0.029	0.107	0.236	0.052
8	0.059	0.016	0.348	0.026
9	0.000	0.000	0.518	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.009	0.000
12	0.175	0.115	0.486	0.131
13	0.373	0.043	0.443	0.382
14	0.156	0.019	0.538	0.420
15	0.168	0.105	0.301	0.036
16	0.019	0.196	0.052	0.005
17	0.000	0.619	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.055	0.000	0.000
20	0.185	0.182	0.205	0.138
21	0.311	0.259	0.153	0.109
22	0.183	0.296	0.102	0.045
23	0.067	0.103	0.020	0.067
24	0.020	0.068	0.416	0.007
25	0.010	0.172	0.132	0.044
26	0.007	0.123	0.343	0.006
27	0.018	0.043	0.119	0.046
28	0.027	0.144	0.117	0.008
29	0.095	0.082	0.201	0.045
30	0.000	0.084	0.003	0.007
31	0.006	0.009	0.049	0.016
32	0.048	0.029	0.029	0.008
33	0.061	0.008	0.056	0.000
34	0.105	0.103	0.104	0.056
35	0.029	0.036	0.216	0.079
36	0.120	0.050	0.078	0.037
37	0.126	0.125	0.033	0.081
38	0.008	0.028	0.275	0.195
39	0.000	0.001	0.007	0.000
40	0.000	0.014	0.005	0.000
41	0.000	0.000	0.000	0.002
42	0.000	0.002	0.013	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.002	0.000	0.000
45	0.001	0.000	0.001	0.000
46	0.000	0.000	0.000	0.000
47	0.003	0.000	0.001	0.000
48	0.000	0.001	0.000	0.001
49	0.000	0.000	0.000	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.008	0.000	0.000
53	0.000	0.001	0.015	0.000
54	0.008	0.001	0.006	0.000
