# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.005	0.003	0.026	0.001
2	0.006	0.008	0.077	0.000
3	0.009	0.062	0.040	0.029
4	0.008	0.020	0.045	0.009
5	0.086	0.055	0.032	0.048
6	0.022	0.055	0.033	0.023
7	0.073	0.104	0.041	0.038
8	0.055	0.100	0.195	0.047
9	0.140	0.067	0.046	0.056
10	0.111	0.137	0.279	0.055
11	0.092	0.064	0.106	0.008
12	0.256	0.240	0.182	0.099
13	0.159	0.292	0.182	0.324
14	0.055	0.082	0.270	0.088
15	0.016	0.134	0.098	0.016
16	0.000	0.000	0.482	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.539	0.000
19	0.000	0.000	0.000	0.000
20	0.000	0.507	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.677	0.000	0.000
23	0.000	0.055	0.000	0.000
24	0.000	0.134	0.005	0.000
25	0.072	0.113	0.318	0.016
26	0.025	0.111	0.033	0.027
27	0.050	0.189	0.016	0.012
28	0.026	0.024	0.086	0.029
29	0.040	0.109	0.166	0.043
30	0.003	0.008	0.024	0.002
31	0.008	0.018	0.026	0.028
32	0.010	0.046	0.019	0.034
33	0.155	0.011	0.010	0.010
34	0.121	0.140	0.046	0.058
35	0.122	0.064	0.061	0.050
36	0.023	0.057	0.080	0.060
37	0.215	0.139	0.089	0.071
38	0.237	0.086	0.070	0.272
39	0.043	0.001	0.006	0.010
40	0.001	0.035	0.006	0.032
41	0.007	0.001	0.002	0.000
42	0.000	0.001	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.009	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.000	0.000	0.000
49	0.000	0.034	0.005	0.000
50	0.034	0.000	0.009	0.000
51	0.000	0.001	0.004	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.001	0.001	0.000
54	0.000	0.001	0.005	0.000
