# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.007	0.101	0.052	0.013
2	0.021	0.035	0.122	0.080
3	0.142	0.116	0.180	0.091
4	0.030	0.007	0.209	0.003
5	0.087	0.111	0.167	0.087
6	0.007	0.005	0.164	0.000
7	0.047	0.160	0.148	0.023
8	0.127	0.139	0.076	0.097
9	0.075	0.076	0.092	0.055
10	0.111	0.069	0.098	0.065
11	0.055	0.041	0.035	0.001
12	0.048	0.326	0.020	0.117
13	0.388	0.157	0.109	0.261
14	0.290	0.265	0.054	0.156
15	0.070	0.035	0.154	0.055
16	0.164	0.036	0.080	0.001
17	0.000	0.000	0.482	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.006	0.000
20	0.115	0.096	0.078	0.011
21	0.119	0.308	0.154	0.051
22	0.089	0.144	0.109	0.014
23	0.004	0.031	0.028	0.026
24	0.031	0.142	0.176	0.064
25	0.075	0.138	0.124	0.009
26	0.012	0.088	0.062	0.042
27	0.055	0.178	0.041	0.011
28	0.024	0.066	0.041	0.026
29	0.057	0.128	0.065	0.021
30	0.037	0.019	0.010	0.084
31	0.107	0.168	0.049	0.056
32	0.142	0.029	0.126	0.024
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.562	0.000	0.000
36	0.275	0.150	0.136	0.062
37	0.058	0.127	0.034	0.023
38	0.055	0.015	0.096	0.131
39	0.101	0.038	0.038	0.049
40	0.004	0.124	0.016	0.036
41	0.038	0.017	0.051	0.016
42	0.034	0.053	0.110	0.006
43	0.006	0.219	0.085	0.080
44	0.005	0.009	0.046	0.002
45	0.044	0.059	0.015	0.013
46	0.008	0.134	0.022	0.009
47	0.059	0.110	0.101	0.022
48	0.173	0.112	0.097	0.023
49	0.022	0.021	0.173	0.008
50	0.014	0.006	0.045	0.018
51	0.100	0.004	0.048	0.000
52	0.032	0.101	0.031	0.029
53	0.029	0.015	0.056	0.009
54	0.029	0.054	0.074	0.022
