# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.202	0.063	0.102	0.029
2	0.000	0.000	0.277	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.816	0.000
5	0.000	0.000	0.317	0.000
6	0.001	0.003	0.173	0.003
7	0.209	0.283	0.407	0.371
8	0.223	0.106	0.314	0.236
9	0.196	0.052	0.080	0.023
10	0.006	0.015	0.032	0.014
11	0.003	0.040	0.016	0.066
12	0.124	0.220	0.103	0.096
13	0.249	0.141	0.201	0.128
14	0.110	0.035	0.380	0.042
15	0.040	0.006	0.149	0.015
16	0.072	0.045	0.020	0.028
17	0.053	0.135	0.226	0.081
18	0.321	0.112	0.089	0.077
19	0.000	0.005	0.000	0.000
20	0.000	0.457	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.368	0.000	0.000
23	0.000	0.073	0.000	0.000
24	0.011	0.316	0.000	0.001
25	0.028	0.087	0.419	0.018
26	0.065	0.189	0.032	0.009
27	0.000	0.144	0.023	0.022
28	0.010	0.032	0.088	0.016
29	0.017	0.085	0.029	0.006
30	0.220	0.035	0.010	0.003
31	0.014	0.004	0.170	0.003
32	0.031	0.006	0.034	0.002
33	0.024	0.006	0.008	0.004
34	0.276	0.013	0.188	0.053
35	0.065	0.103	0.347	0.126
36	0.143	0.026	0.081	0.016
37	0.001	0.003	0.016	0.005
38	0.045	0.020	0.000	0.052
39	0.001	0.014	0.066	0.002
40	0.000	0.006	0.005	0.000
41	0.000	0.003	0.002	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.000	0.000
48	0.001	0.000	0.005	0.000
49	0.000	0.000	0.000	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.014	0.000
52	0.000	0.000	0.010	0.000
53	0.001	0.000	0.000	0.000
54	0.000	0.001	0.020	0.000
