# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.021	0.062	0.029	0.028
2	0.000	0.000	0.033	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.530	0.000
5	0.000	0.000	0.375	0.000
6	0.080	0.051	0.292	0.005
7	0.544	0.365	0.025	0.276
8	0.442	0.100	0.223	0.089
9	0.096	0.037	0.229	0.174
10	0.005	0.195	0.048	0.015
11	0.279	0.046	0.063	0.018
12	0.074	0.053	0.123	0.122
13	0.078	0.139	0.160	0.111
14	0.050	0.051	0.160	0.057
15	0.202	0.078	0.000	0.040
16	0.000	0.343	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.586	0.000	0.000
19	0.000	0.028	0.000	0.000
20	0.085	0.033	0.081	0.076
21	0.041	0.104	0.275	0.046
22	0.005	0.067	0.044	0.043
23	0.055	0.474	0.049	0.120
24	0.263	0.094	0.059	0.234
25	0.082	0.037	0.109	0.052
26	0.059	0.052	0.091	0.029
27	0.002	0.062	0.057	0.003
28	0.000	0.024	0.020	0.022
29	0.031	0.083	0.030	0.040
30	0.004	0.005	0.099	0.000
31	0.022	0.002	0.027	0.001
32	0.032	0.003	0.064	0.004
33	0.032	0.232	0.040	0.011
34	0.215	0.193	0.045	0.052
35	0.169	0.170	0.095	0.057
36	0.112	0.020	0.053	0.042
37	0.072	0.029	0.096	0.071
38	0.062	0.052	0.247	0.093
39	0.000	0.003	0.000	0.000
40	0.000	0.018	0.059	0.000
41	0.001	0.000	0.000	0.000
42	0.000	0.000	0.007	0.000
43	0.000	0.045	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.000	0.000
46	0.000	0.000	0.001	0.000
47	0.000	0.000	0.003	0.000
48	0.000	0.000	0.001	0.002
49	0.000	0.000	0.000	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.014	0.000	0.000
54	0.001	0.020	0.000	0.000
