# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.008	0.069	0.004	0.015
2	0.029	0.038	0.007	0.006
3	0.002	0.026	0.021	0.044
4	0.035	0.051	0.031	0.041
5	0.011	0.044	0.102	0.002
6	0.021	0.074	0.044	0.015
7	0.016	0.089	0.128	0.049
8	0.065	0.028	0.014	0.028
9	0.000	0.000	0.206	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.000
12	0.079	0.118	0.355	0.120
13	0.366	0.116	0.288	0.316
14	0.159	0.297	0.085	0.106
15	0.009	0.363	0.014	0.035
16	0.000	0.340	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.439	0.000	0.000
19	0.000	0.035	0.000	0.000
20	0.076	0.141	0.141	0.155
21	0.212	0.087	0.269	0.278
22	0.286	0.098	0.128	0.260
23	0.147	0.069	0.066	0.030
24	0.104	0.071	0.189	0.011
25	0.171	0.026	0.043	0.032
26	0.040	0.035	0.143	0.032
27	0.110	0.076	0.012	0.009
28	0.045	0.053	0.042	0.001
29	0.159	0.023	0.154	0.036
30	0.000	0.014	0.004	0.008
31	0.026	0.014	0.028	0.007
32	0.017	0.034	0.025	0.001
33	0.040	0.007	0.102	0.002
34	0.097	0.098	0.090	0.013
35	0.085	0.027	0.099	0.172
36	0.044	0.089	0.115	0.013
37	0.125	0.061	0.184	0.111
38	0.068	0.071	0.241	0.277
39	0.001	0.001	0.012	0.000
40	0.081	0.005	0.022	0.000
41	0.000	0.002	0.012	0.003
42	0.000	0.001	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.006	0.000	0.000	0.000
45	0.000	0.001	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.002	0.000	0.001	0.000
48	0.001	0.001	0.002	0.000
49	0.000	0.002	0.103	0.000
50	0.000	0.000	0.066	0.000
51	0.000	0.000	0.002	0.000
52	0.000	0.001	0.001	0.000
53	0.001	0.000	0.000	0.000
54	0.000	0.006	0.001	0.000
