# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.015	0.002	0.023	0.009
2	0.036	0.005	0.016	0.001
3	0.042	0.080	0.058	0.063
4	0.052	0.019	0.020	0.033
5	0.052	0.132	0.063	0.078
6	0.122	0.110	0.079	0.045
7	0.138	0.216	0.084	0.112
8	0.218	0.199	0.050	0.085
9	0.071	0.199	0.353	0.078
10	0.107	0.370	0.125	0.021
11	0.013	0.048	0.066	0.008
12	0.000	0.000	0.597	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.000	0.794	0.000
15	0.182	0.433	0.124	0.148
16	0.035	0.049	0.121	0.005
17	0.000	0.696	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.009	0.000	0.000
20	0.224	0.101	0.131	0.042
21	0.198	0.186	0.165	0.186
22	0.071	0.159	0.099	0.138
23	0.047	0.129	0.058	0.001
24	0.128	0.193	0.142	0.029
25	0.045	0.118	0.168	0.035
26	0.034	0.273	0.150	0.006
27	0.092	0.056	0.044	0.030
28	0.074	0.047	0.040	0.035
29	0.093	0.195	0.180	0.019
30	0.001	0.014	0.011	0.000
31	0.020	0.043	0.034	0.040
32	0.062	0.031	0.032	0.043
33	0.030	0.029	0.044	0.000
34	0.165	0.288	0.124	0.152
35	0.266	0.367	0.033	0.166
36	0.227	0.206	0.068	0.114
37	0.044	0.082	0.110	0.027
38	0.186	0.120	0.105	0.255
39	0.000	0.014	0.041	0.001
40	0.000	0.002	0.020	0.000
41	0.000	0.001	0.006	0.000
42	0.000	0.000	0.004	0.000
43	0.000	0.001	0.000	0.000
44	0.000	0.005	0.001	0.000
45	0.000	0.000	0.013	0.000
46	0.000	0.003	0.000	0.000
47	0.000	0.000	0.001	0.000
48	0.001	0.003	0.001	0.001
49	0.000	0.000	0.029	0.000
50	0.000	0.000	0.001	0.000
51	0.000	0.006	0.008	0.000
52	0.000	0.002	0.000	0.000
53	0.000	0.000	0.008	0.000
54	0.001	0.000	0.006	0.000
