# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.062	0.084	0.030	0.002
2	0.000	0.000	0.030	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.730	0.000
5	0.000	0.000	0.180	0.000
6	0.012	0.020	0.536	0.003
7	0.590	0.333	0.028	0.366
8	0.000	0.580	0.000	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.156	0.000	0.000
11	0.018	0.225	0.164	0.020
12	0.128	0.064	0.298	0.075
13	0.159	0.109	0.109	0.219
14	0.027	0.153	0.018	0.009
15	0.082	0.025	0.118	0.086
16	0.031	0.029	0.296	0.009
17	0.044	0.025	0.327	0.056
18	0.021	0.197	0.406	0.023
19	0.003	0.006	0.008	0.010
20	0.032	0.018	0.378	0.005
21	0.069	0.027	0.039	0.015
22	0.007	0.003	0.010	0.019
23	0.178	0.163	0.165	0.099
24	0.441	0.196	0.087	0.151
25	0.003	0.045	0.020	0.038
26	0.108	0.128	0.111	0.018
27	0.118	0.162	0.094	0.035
28	0.089	0.111	0.044	0.013
29	0.091	0.169	0.032	0.013
30	0.015	0.107	0.000	0.035
31	0.001	0.000	0.162	0.002
32	0.024	0.011	0.088	0.004
33	0.078	0.014	0.024	0.050
34	0.148	0.057	0.101	0.228
35	0.095	0.147	0.136	0.104
36	0.108	0.150	0.080	0.012
37	0.019	0.113	0.067	0.007
38	0.098	0.038	0.367	0.042
39	0.002	0.000	0.023	0.001
40	0.002	0.003	0.000	0.000
41	0.000	0.001	0.000	0.047
42	0.000	0.000	0.001	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.000	0.000
48	0.000	0.010	0.000	0.000
49	0.000	0.000	0.001	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.001	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.000	0.001	0.000
