# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.011	0.049	0.053	0.001
2	0.003	0.004	0.002	0.058
3	0.057	0.027	0.083	0.004
4	0.047	0.048	0.078	0.017
5	0.086	0.053	0.047	0.021
6	0.076	0.080	0.017	0.019
7	0.112	0.041	0.229	0.115
8	0.091	0.108	0.129	0.067
9	0.120	0.358	0.130	0.116
10	0.053	0.134	0.031	0.043
11	0.103	0.338	0.060	0.014
12	0.103	0.032	0.134	0.330
13	0.410	0.073	0.245	0.189
14	0.133	0.055	0.406	0.172
15	0.024	0.023	0.381	0.049
16	0.000	0.000	0.221	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.760	0.000
19	0.000	0.000	0.014	0.000
20	0.410	0.059	0.054	0.028
21	0.053	0.130	0.111	0.078
22	0.010	0.042	0.092	0.007
23	0.023	0.470	0.136	0.009
24	0.055	0.441	0.174	0.061
25	0.027	0.065	0.077	0.029
26	0.065	0.153	0.371	0.045
27	0.016	0.080	0.056	0.153
28	0.057	0.033	0.054	0.003
29	0.126	0.374	0.072	0.159
30	0.000	0.011	0.001	0.000
31	0.038	0.016	0.095	0.002
32	0.041	0.030	0.013	0.019
33	0.015	0.035	0.039	0.047
34	0.120	0.104	0.161	0.075
35	0.000	0.762	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.032	0.000	0.000
38	0.005	0.391	0.033	0.131
39	0.000	0.001	0.002	0.001
40	0.001	0.010	0.001	0.001
41	0.007	0.000	0.001	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.007	0.000	0.000	0.000
45	0.000	0.000	0.007	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.003	0.000	0.000
49	0.000	0.043	0.000	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.002	0.000	0.008	0.000
53	0.000	0.005	0.002	0.000
54	0.002	0.000	0.002	0.000
