# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.031	0.074	0.015	0.023
2	0.000	0.000	0.057	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.296	0.000
5	0.000	0.000	0.395	0.000
6	0.000	0.043	0.115	0.001
7	0.345	0.591	0.033	0.374
8	0.364	0.268	0.082	0.201
9	0.038	0.248	0.079	0.209
10	0.022	0.187	0.049	0.002
11	0.016	0.245	0.083	0.022
12	0.105	0.074	0.391	0.093
13	0.194	0.176	0.280	0.114
14	0.095	0.193	0.105	0.072
15	0.180	0.194	0.041	0.050
16	0.091	0.033	0.244	0.100
17	0.000	0.502	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.224	0.057	0.100	0.054
21	0.204	0.073	0.223	0.017
22	0.022	0.052	0.072	0.015
23	0.024	0.404	0.035	0.050
24	0.111	0.493	0.059	0.089
25	0.051	0.083	0.106	0.014
26	0.014	0.100	0.019	0.012
27	0.024	0.015	0.013	0.024
28	0.020	0.149	0.041	0.008
29	0.181	0.033	0.044	0.023
30	0.004	0.081	0.006	0.001
31	0.002	0.005	0.008	0.003
32	0.002	0.031	0.078	0.004
33	0.001	0.233	0.053	0.011
34	0.113	0.121	0.317	0.068
35	0.203	0.102	0.078	0.041
36	0.060	0.073	0.046	0.075
37	0.062	0.177	0.302	0.012
38	0.061	0.037	0.172	0.072
39	0.000	0.020	0.129	0.000
40	0.000	0.000	0.000	0.000
41	0.000	0.002	0.000	0.000
42	0.001	0.000	0.000	0.000
43	0.000	0.038	0.001	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.038	0.003
46	0.000	0.000	0.001	0.000
47	0.000	0.000	0.001	0.000
48	0.001	0.000	0.000	0.000
49	0.000	0.000	0.001	0.000
50	0.000	0.001	0.000	0.000
51	0.000	0.004	0.035	0.000
52	0.000	0.000	0.000	0.000
53	0.011	0.001	0.007	0.000
54	0.007	0.011	0.002	0.000
