# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.011	0.007	0.018	0.003
2	0.001	0.017	0.012	0.015
3	0.088	0.032	0.017	0.024
4	0.058	0.011	0.015	0.023
5	0.020	0.098	0.128	0.055
6	0.001	0.004	0.128	0.001
7	0.072	0.099	0.144	0.009
8	0.033	0.086	0.036	0.014
9	0.006	0.126	0.049	0.017
10	0.011	0.165	0.041	0.012
11	0.006	0.040	0.037	0.103
12	0.042	0.046	0.053	0.077
13	0.047	0.145	0.255	0.053
14	0.048	0.125	0.256	0.115
15	0.253	0.097	0.048	0.069
16	0.145	0.020	0.007	0.004
17	0.053	0.386	0.248	0.069
18	0.137	0.483	0.112	0.054
19	0.000	0.000	0.013	0.000
20	0.000	0.000	0.384	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.000	0.368	0.000
23	0.000	0.000	0.000	0.000
24	0.002	0.006	0.128	0.000
25	0.161	0.041	0.035	0.048
26	0.011	0.028	0.139	0.011
27	0.109	0.084	0.018	0.006
28	0.006	0.090	0.013	0.115
29	0.151	0.266	0.020	0.097
30	0.001	0.002	0.022	0.001
31	0.007	0.146	0.059	0.012
32	0.077	0.222	0.013	0.005
33	0.025	0.016	0.102	0.038
34	0.127	0.067	0.015	0.010
35	0.020	0.260	0.236	0.095
36	0.307	0.188	0.037	0.059
37	0.101	0.022	0.019	0.015
38	0.016	0.172	0.108	0.009
39	0.001	0.026	0.014	0.016
40	0.014	0.013	0.015	0.008
41	0.022	0.078	0.080	0.082
42	0.010	0.086	0.034	0.021
43	0.157	0.069	0.275	0.072
44	0.004	0.012	0.016	0.000
45	0.238	0.076	0.057	0.095
46	0.016	0.027	0.233	0.008
47	0.077	0.208	0.056	0.032
48	0.037	0.158	0.026	0.008
49	0.212	0.194	0.023	0.065
50	0.190	0.066	0.175	0.024
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.001	0.000	0.000
54	0.000	0.004	0.000	0.000
