# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.004	0.026	0.020	0.012
2	0.004	0.055	0.018	0.018
3	0.011	0.141	0.136	0.126
4	0.002	0.009	0.022	0.008
5	0.057	0.160	0.222	0.041
6	0.003	0.014	0.007	0.000
7	0.174	0.423	0.010	0.072
8	0.488	0.297	0.013	0.198
9	0.000	0.000	0.062	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.026	0.000
12	0.006	0.011	0.278	0.055
13	0.150	0.099	0.298	0.180
14	0.173	0.187	0.201	0.188
15	0.062	0.169	0.076	0.037
16	0.017	0.157	0.196	0.034
17	0.000	0.774	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.032	0.030	0.256	0.032
21	0.070	0.071	0.424	0.031
22	0.028	0.034	0.068	0.011
23	0.033	0.251	0.088	0.005
24	0.101	0.335	0.076	0.077
25	0.032	0.029	0.086	0.010
26	0.069	0.337	0.044	0.042
27	0.091	0.134	0.103	0.051
28	0.089	0.106	0.118	0.014
29	0.080	0.213	0.116	0.136
30	0.003	0.087	0.003	0.001
31	0.021	0.038	0.013	0.075
32	0.012	0.018	0.015	0.006
33	0.070	0.019	0.127	0.016
34	0.101	0.107	0.062	0.040
35	0.257	0.124	0.117	0.071
36	0.174	0.181	0.174	0.114
37	0.165	0.154	0.038	0.006
38	0.076	0.070	0.163	0.106
39	0.053	0.021	0.024	0.034
40	0.019	0.019	0.042	0.002
41	0.005	0.023	0.210	0.004
42	0.024	0.071	0.042	0.008
43	0.135	0.121	0.008	0.022
44	0.017	0.055	0.008	0.014
45	0.013	0.005	0.007	0.000
46	0.022	0.044	0.063	0.001
47	0.067	0.048	0.094	0.052
48	0.020	0.139	0.154	0.057
49	0.009	0.072	0.023	0.047
50	0.015	0.013	0.057	0.005
51	0.003	0.015	0.012	0.001
52	0.016	0.018	0.039	0.012
53	0.016	0.023	0.025	0.020
54	0.027	0.029	0.053	0.016
