# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.048	0.026	0.035	0.017
2	0.077	0.096	0.012	0.009
3	0.073	0.570	0.143	0.052
4	0.034	0.409	0.174	0.045
5	0.000	0.000	0.174	0.000
6	0.000	0.000	0.435	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.398	0.000
9	0.136	0.331	0.106	0.067
10	0.042	0.024	0.311	0.036
11	0.014	0.061	0.037	0.058
12	0.089	0.137	0.372	0.338
13	0.103	0.163	0.224	0.270
14	0.104	0.034	0.144	0.078
15	0.074	0.064	0.039	0.022
16	0.075	0.327	0.029	0.005
17	0.148	0.060	0.082	0.111
18	0.062	0.198	0.187	0.082
19	0.000	0.037	0.000	0.000
20	0.000	0.358	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.324	0.000	0.000
23	0.000	0.049	0.000	0.000
24	0.004	0.334	0.003	0.018
25	0.142	0.051	0.100	0.021
26	0.044	0.168	0.010	0.023
27	0.053	0.028	0.050	0.002
28	0.036	0.046	0.090	0.008
29	0.029	0.107	0.011	0.170
30	0.005	0.011	0.090	0.000
31	0.018	0.031	0.070	0.004
32	0.015	0.001	0.030	0.001
33	0.044	0.064	0.001	0.011
34	0.090	0.139	0.151	0.017
35	0.206	0.183	0.078	0.085
36	0.139	0.190	0.064	0.036
37	0.013	0.036	0.093	0.023
38	0.333	0.022	0.065	0.183
39	0.003	0.011	0.047	0.002
40	0.008	0.001	0.013	0.001
41	0.001	0.000	0.008	0.000
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.003	0.000	0.266	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.000	0.000
48	0.001	0.002	0.002	0.000
49	0.000	0.001	0.000	0.000
50	0.000	0.000	0.000	0.036
51	0.001	0.001	0.005	0.000
52	0.000	0.003	0.000	0.000
53	0.001	0.012	0.001	0.000
54	0.004	0.005	0.008	0.000
