# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.006	0.093	0.000
2	0.000	0.000	0.000	0.000
3	0.000	0.003	0.000	0.000
4	0.000	0.000	0.003	0.091
5	0.018	0.000	0.000	0.508
6	0.000	0.118	0.059	0.000
7	0.527	0.002	0.000	0.000
8	0.000	0.009	0.000	0.178
9	0.001	0.179	0.000	0.000
10	0.001	0.014	0.097	0.029
11	0.026	0.112	0.000	0.001
12	0.067	0.567	0.002	0.025
13	0.080	0.728	0.000	0.025
14	0.009	0.720	0.000	0.004
15	0.004	0.787	0.000	0.016
16	0.004	0.022	0.678	0.029
17	0.000	0.000	0.820	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.100	0.085	0.000	0.001
21	0.091	0.816	0.000	0.018
22	0.105	0.000	0.001	0.018
23	0.003	0.026	0.000	0.004
24	0.000	0.026	0.018	0.006
25	0.001	0.190	0.096	0.035
26	0.533	0.007	0.117	0.003
27	0.000	0.026	0.000	0.000
28	0.000	0.058	0.000	0.000
29	0.008	0.000	0.545	0.000
30	0.091	0.000	0.000	0.000
31	0.000	0.000	0.002	0.000
32	0.026	0.000	0.002	0.004
33	0.000	0.006	0.000	0.008
34	0.001	0.110	0.528	0.050
35	0.018	0.527	0.001	0.026
36	0.546	0.052	0.000	0.036
37	0.067	0.003	0.000	0.003
38	0.157	0.000	0.000	0.000
39	0.004	0.000	0.000	0.028
40	0.000	0.000	0.000	0.000
41	0.000	0.041	0.000	0.005
42	0.000	0.000	0.037	0.000
43	0.007	0.093	0.030	0.000
44	0.000	0.000	0.000	0.000
45	0.142	0.000	0.010	0.022
46	0.000	0.000	0.012	0.003
47	0.000	0.000	0.004	0.004
48	0.543	0.093	0.033	0.005
49	0.015	0.000	0.095	0.047
50	0.000	0.004	0.531	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.001	0.000	0.000
54	0.000	0.000	0.000	0.000
