# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.024	0.062	0.058	0.012
2	0.087	0.071	0.060	0.000
3	0.028	0.156	0.243	0.018
4	0.044	0.167	0.019	0.006
5	0.047	0.157	0.094	0.021
6	0.022	0.093	0.046	0.018
7	0.257	0.100	0.200	0.091
8	0.123	0.114	0.378	0.066
9	0.175	0.134	0.234	0.057
10	0.043	0.094	0.118	0.143
11	0.069	0.041	0.075	0.005
12	0.107	0.018	0.393	0.377
13	0.593	0.119	0.246	0.253
14	0.163	0.167	0.443	0.192
15	0.082	0.061	0.138	0.056
16	0.013	0.111	0.111	0.006
17	0.308	0.155	0.099	0.064
18	0.171	0.238	0.210	0.075
19	0.000	0.000	0.032	0.000
20	0.000	0.000	0.552	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.000	0.360	0.000
23	0.000	0.000	0.133	0.000
24	0.014	0.000	0.407	0.008
25	0.016	0.437	0.072	0.008
26	0.064	0.016	0.095	0.018
27	0.084	0.016	0.091	0.009
28	0.030	0.110	0.051	0.017
29	0.016	0.093	0.409	0.029
30	0.000	0.042	0.007	0.000
31	0.023	0.094	0.049	0.007
32	0.017	0.042	0.074	0.004
33	0.000	0.021	0.000	0.000
34	0.000	0.411	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.517	0.000	0.000
37	0.000	0.161	0.000	0.000
38	0.130	0.068	0.110	0.390
39	0.086	0.048	0.000	0.000
40	0.000	0.005	0.002	0.005
41	0.000	0.000	0.001	0.003
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.000	0.000	0.000
48	0.000	0.002	0.003	0.000
49	0.000	0.012	0.003	0.000
50	0.000	0.000	0.000	0.000
51	0.000	0.003	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.001	0.000	0.000
54	0.001	0.014	0.000	0.000
