# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.053	0.050	0.007	0.018
2	0.000	0.000	0.192	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.238	0.000
5	0.000	0.000	0.201	0.000
6	0.000	0.024	0.013	0.000
7	0.175	0.686	0.041	0.225
8	0.320	0.515	0.014	0.211
9	0.423	0.203	0.081	0.245
10	0.199	0.105	0.173	0.060
11	0.002	0.011	0.066	0.002
12	0.146	0.178	0.092	0.094
13	0.094	0.084	0.326	0.243
14	0.074	0.152	0.128	0.050
15	0.025	0.335	0.003	0.008
16	0.000	0.094	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.575	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.209	0.021	0.146	0.038
21	0.081	0.070	0.263	0.028
22	0.012	0.037	0.096	0.011
23	0.048	0.275	0.038	0.036
24	0.322	0.138	0.051	0.016
25	0.115	0.133	0.029	0.013
26	0.018	0.297	0.077	0.045
27	0.154	0.070	0.003	0.081
28	0.008	0.020	0.051	0.015
29	0.224	0.147	0.238	0.080
30	0.002	0.036	0.036	0.002
31	0.119	0.140	0.019	0.042
32	0.007	0.128	0.129	0.001
33	0.014	0.128	0.135	0.003
34	0.109	0.170	0.029	0.014
35	0.211	0.176	0.110	0.051
36	0.176	0.063	0.270	0.031
37	0.012	0.027	0.223	0.004
38	0.037	0.141	0.169	0.088
39	0.003	0.122	0.009	0.015
40	0.056	0.140	0.024	0.043
41	0.039	0.187	0.006	0.004
42	0.016	0.013	0.106	0.003
43	0.136	0.329	0.047	0.024
44	0.017	0.002	0.116	0.001
45	0.018	0.022	0.115	0.002
46	0.190	0.045	0.021	0.031
47	0.014	0.027	0.182	0.029
48	0.060	0.113	0.183	0.016
49	0.110	0.101	0.093	0.027
50	0.020	0.043	0.047	0.019
51	0.009	0.003	0.015	0.004
52	0.005	0.063	0.036	0.016
53	0.025	0.043	0.090	0.020
54	0.046	0.075	0.081	0.015
