# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.003	0.011	0.049	0.006
2	0.010	0.053	0.025	0.001
3	0.120	0.040	0.076	0.139
4	0.011	0.021	0.115	0.009
5	0.062	0.130	0.040	0.055
6	0.001	0.155	0.040	0.002
7	0.068	0.087	0.112	0.061
8	0.075	0.145	0.241	0.070
9	0.099	0.198	0.055	0.070
10	0.181	0.117	0.072	0.125
11	0.025	0.090	0.092	0.003
12	0.135	0.152	0.075	0.239
13	0.133	0.267	0.113	0.132
14	0.082	0.149	0.265	0.027
15	0.020	0.017	0.199	0.027
16	0.000	0.000	0.441	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.588	0.000
19	0.000	0.000	0.002	0.000
20	0.059	0.250	0.030	0.135
21	0.202	0.187	0.083	0.071
22	0.025	0.111	0.140	0.066
23	0.092	0.016	0.261	0.075
24	0.097	0.109	0.236	0.035
25	0.115	0.163	0.078	0.025
26	0.032	0.124	0.178	0.068
27	0.088	0.076	0.003	0.107
28	0.018	0.156	0.062	0.022
29	0.185	0.060	0.126	0.098
30	0.008	0.010	0.041	0.002
31	0.000	0.038	0.006	0.003
32	0.011	0.084	0.017	0.004
33	0.008	0.077	0.016	0.006
34	0.006	0.134	0.172	0.003
35	0.084	0.048	0.187	0.077
36	0.093	0.247	0.133	0.075
37	0.114	0.084	0.082	0.005
38	0.079	0.062	0.128	0.025
39	0.039	0.054	0.065	0.004
40	0.113	0.088	0.051	0.046
41	0.003	0.002	0.032	0.017
42	0.000	0.253	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.045	0.017	0.179	0.039
46	0.101	0.040	0.139	0.044
47	0.056	0.085	0.154	0.007
48	0.018	0.313	0.075	0.008
49	0.103	0.154	0.099	0.098
50	0.040	0.203	0.285	0.020
51	0.002	0.047	0.060	0.001
52	0.121	0.024	0.053	0.036
53	0.015	0.031	0.057	0.006
54	0.067	0.052	0.094	0.008
