# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.036	0.022	0.011	0.005
2	0.034	0.122	0.090	0.016
3	0.134	0.162	0.108	0.091
4	0.023	0.102	0.106	0.098
5	0.064	0.234	0.058	0.074
6	0.008	0.116	0.007	0.015
7	0.096	0.107	0.090	0.034
8	0.229	0.057	0.036	0.139
9	0.125	0.161	0.069	0.038
10	0.119	0.215	0.032	0.141
11	0.123	0.017	0.065	0.057
12	0.065	0.311	0.094	0.151
13	0.218	0.275	0.018	0.106
14	0.147	0.060	0.172	0.125
15	0.241	0.181	0.128	0.152
16	0.069	0.006	0.041	0.001
17	0.115	0.195	0.167	0.093
18	0.138	0.330	0.097	0.067
19	0.031	0.002	0.031	0.002
20	0.010	0.036	0.153	0.011
21	0.195	0.073	0.108	0.020
22	0.170	0.025	0.069	0.031
23	0.006	0.033	0.146	0.063
24	0.088	0.082	0.076	0.044
25	0.030	0.044	0.090	0.021
26	0.141	0.144	0.117	0.027
27	0.005	0.158	0.102	0.049
28	0.140	0.068	0.063	0.003
29	0.074	0.054	0.138	0.049
30	0.007	0.031	0.025	0.024
31	0.005	0.081	0.119	0.017
32	0.012	0.079	0.113	0.019
33	0.002	0.138	0.055	0.003
34	0.170	0.316	0.086	0.056
35	0.000	0.000	0.401	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.000	0.003	0.000
38	0.017	0.138	0.063	0.046
39	0.072	0.020	0.152	0.041
40	0.090	0.043	0.165	0.056
41	0.002	0.036	0.075	0.002
42	0.000	0.279	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.001	0.000	0.000
45	0.027	0.056	0.211	0.015
46	0.052	0.220	0.204	0.003
47	0.082	0.166	0.245	0.010
48	0.007	0.128	0.114	0.010
49	0.068	0.072	0.083	0.080
50	0.112	0.052	0.322	0.011
51	0.001	0.014	0.023	0.000
52	0.139	0.030	0.161	0.072
53	0.010	0.026	0.019	0.012
54	0.024	0.059	0.022	0.013
